,PAROLES,Dimension Dialogique,Domaine,Langue,Unnamed: 0
3365,le principe c'est pas de le faire mais c'est juste pour dire ben on peut trouver un moyen de sensibiliser les gens à leur consommation d'énergie tu vois je te dis pas d'aller chercher l'eau au puits c'est complètement,,9,sk,4642.0
3366,"le principe c'est qu'on ne fait pas ça, on dit juste qu'on peut trouver un moyen de sensibiliser les gens à leur consommation d'énergie. Tu vois, je ne te dis pas d'aller chercher de l'eau au puits, absolument",,9,sl,4643.0
3367,"Ce n'est pas un principe de faire ça mais c'est juste pour dire que nous pouvons trouver un moyen de sensibiliser les gens à leur consommation d'énergie, vous voyez, je ne dis pas d'obtenir de l'eau du puits, c'est totalement",,9,so,4644.0
3368,"Le principe n'est pas de faire cela, mais simplement de dire que l'on peut trouver un moyen de sensibiliser les gens à leur consommation d'énergie. Tu vois, je ne te dis pas d'aller chercher de l'eau à un puits, c'est complètement",,9,es,4645.0
3369,"Le principe ne fait pas cela mais il dit simplement que nous pouvons trouver un moyen de sensibiliser les gens à leur consommation d'énergie, vous voyez, je ne vous dis pas de retirer complètement l'eau du puits.",,9,su,4646.0
3370,"le principe n'est pas de faire ça, mais de dire bon, on peut trouver un moyen d'informer les gens sur leur consommation d'énergie, tu vois je ne te dis pas d'aller chercher de l'eau au puits, c'est tout.",,9,sw,4647.0
3371,"Le principe c'est que ce n'est pas le cas, mais c'est juste dire qu'on peut trouver un moyen de sensibiliser les gens à leur consommation d'énergie, tu vois, je ne te dis pas d'aller chercher l'eau du puits, c'est absolument",,9,tg,4649.0
3372,"La politique n'est pas de faire ça, mais de dire qu'on peut trouver un moyen pour que les gens se renseignent sur leur consommation d'énergie, je ne dis pas qu'il faut aller chercher de l'eau au puits, c'est absolument",,9,ta,4650.0
3373,"Le principe n'est pas de faire ça, mais de dire qu'on peut trouver un moyen d'éduquer les gens sur leur consommation d'énergie, je ne vous dis pas d'aller chercher l'eau d'un puits, c'est totalement",,9,te,4651.0
3374,"Les principes ne font pas cela. Mais dis juste Nous pouvons trouver un moyen de sensibiliser les gens à leur consommation d'énergie. Voyez-vous, je ne vous dis pas seulement d'aller chercher de l'eau au puits.",,9,th,4652.0
3375,"Le principe n'est pas de faire ça, mais je veux juste dire qu'on peut trouver un moyen de sensibiliser les gens à leur consommation d'énergie, comme vous pouvez le constater, je ne vous dis pas d'aller chercher l'eau du puits, c'est complètement",,9,tr,4653.0
3376,"Le principe n'est pas de faire ça, mais juste de dire, bon, on peut trouver un moyen de renseigner les gens sur leur consommation d'énergie, vous savez, je ne vous dis pas d'aller chercher de l'eau au puits, c'est absolument",,9,uk,4654.0
3377,"Le principe n'est pas de faire ça mais c'est juste de dire qu'à partir du puits on peut trouver un moyen de sensibiliser les gens à leur consommation d'énergie, tu vois je ne te demande pas de prendre l'eau du puits, c'est totalement le cas. .",,9,ur,4655.0
3378,"Le principe n'est pas de faire ça, mais de dire qu'on peut trouver un moyen de sensibiliser les gens à leur consommation d'énergie, et je ne dis pas que je ne peux pas aller chercher de l'eau au puits que vous voyez.",,9,ug,4656.0
3379,"Le principe n'est pas de le faire, mais c'est juste pour dire, on peut trouver un moyen d'informer les gens sur la consommation d'énergie, tu vois, je ne te dis pas d'aller chercher l'eau d'un puits, c'est complètement",,9,uz,4657.0
3380,"le principe n'est pas de faire ça mais je veux juste dire qu'on peut trouver un moyen de sensibiliser les gens à leur consommation d'énergie, tu vois, je ne te dis pas d'aller chercher de l'eau au puits, c'est complètement tout",,9,vi,4658.0
3381,"le principe n'est pas de faire ça mais juste de dire que bien on peut trouver un moyen de sensibiliser les gens à leur consommation d'énergie, tu vois je ne te dis pas d'aller chercher l'eau au puits complètement.",,9,cy,4659.0
3382,le principe n'est pas de faire ça mais de dire qu'on peut trouver un moyen de sensibiliser les gens à leur consommation d'énergie.,,9,xh,4660.0
3383,"Le principe n'est pas de faire ça mais c'est juste de dire qu'on peut trouver un moyen de sensibiliser les gens à leur consommation d'énergie vous voyez, je ne vous dis pas de prendre l'eau d'un puits.",,9,yi,4661.0
3384,La stratégie n'est pas de faire ça mais juste de dire que bien on peut trouver un moyen de faire prendre conscience aux gens de leur pouvoir et vous voyez que je ne vous dis pas d'aller chercher l'eau du puits c'est complètement.,,9,yo,4662.0
3385,ah bon s'ils veulent boire ils feraient mieux de bouger leurs fesses par exemple tu vois non mais c'est le principe juste le principe du puits en lui même tu vois,,9,af,4664.0
3386,ah bon s'ils veulent boire mieux vaut bouger leur cul par exemple tu vois pas mais c'est le principe seulement le principe du puits en lui même tu vois,,9,sq,4665.0
3387,"Ah, s'ils veulent boire, ils feraient mieux de bouger leurs fesses.",,9,am,4666.0
3388,"Ah bon, s'ils veulent boire, ils feraient mieux de bouger leurs fesses par exemple, tu ne vois pas mais c'est le principe juste le principe du puits en lui même tu vois",,9,ar,4667.0
3389,"Ah, s'ils veulent boire, ils feraient mieux de bouger leurs fesses, genre, tu vois pas, mais c'est le principe, juste le principe du puits en lui même, tu vois",,9,hy,4668.0
3390,"eh bien, s'ils veulent boire, ils feraient mieux de bouger leurs fesses, par exemple, tu ne le vois pas, mais ce principe est juste le principe que tu vois dans le puits lui-même",,9,az,4669.0
3391,"bon, s'ils veulent boire, ils feraient mieux de bouger leur cul, par exemple, tu le vois, mais c'est le principe, le principe du puits, tu le vois tout seul",,9,eu,4670.0
3392,ah bon s'ils veulent boire ils feraient mieux de bouger leurs fesses comme tu vois non mais c'est le principe juste le principe du puits en lui même tu vois,,9,be,4671.0
3393,"Ah bon, s'ils veulent boire, ils peuvent se secouer le cul comme si tu ne pouvais pas voir mais c'est la politique du seul puits que tu peux voir",,9,bn,4672.0
3394,"ah, s'ils veulent boire, ils feraient mieux de bouger leurs fesses, par exemple, tu vois, non, mais c'est le principe, juste le principe du puits en toi, tu vois",,9,bs,4673.0
3395,"ben s'ils veulent boire, ils feraient mieux de bouger leurs fesses, genre, tu vois, mais c'est le principe, juste le principe du puits en lui même, tu vois",,9,bg,4674.0
3396,ah bon s'ils veulent boire ils feraient mieux de bouger leurs fesses par exemple tu vois non mais c'est le début juste le début du puits lui même tu vois,,9,ca,4675.0
3397,ah bon s'ils veulent boire ils feraient mieux de bouger leurs fesses par exemple tu ne vois pas mais c'est le principe le principe du puits en lui même tu vois.,,9,ceb,4676.0
3398,"Ah bon, s'il veut boire, il faut qu'il bouge ses fesses, par exemple, tu vois, non, mais c'est juste une pointe, la pointe même du puits, tu vois.",,9,ny,4677.0
3399,"Ah bon, s'ils veulent boire de l'eau, ils feraient mieux de bouger leurs fesses, comme si on ne voyait pas, mais c'est le principe, juste le principe du puits lui-même que tu vois",,9,zh-cn,4678.0
3400,ah bon s'ils veulent boire ils feraient mieux de bouger leurs fesses par exemple tu ne vois pas mais c'est le début seulement le début du puits lui même tu peux voir,,9,co,4680.0
3401,ah bon s'ils veulent boire ils feraient mieux de bouger leurs fesses par exemple tu vois non mais c'est le principe juste le principe du bien en soi tu vois,,9,hr,4681.0
3402,ah bon quand ils veulent boire ils feraient mieux de bouger leurs fesses comme tu vois non mais c'est le principe juste le principe du puits en lui même tu vois,,9,cs,4682.0
3403,"Eh bien, s'ils veulent boire, ils feraient mieux de bouger leurs fesses, tu vois, par exemple, non, mais c'est le principe, juste le principe du puits en lui-même, tu vois",,9,nl,4684.0
3404,ah ben s'ils veulent boire ils feraient mieux de bouger leurs fesses par exemple tu vois non mais c'est le principe juste le principe du bien en soi tu vois,,9,en,4685.0
3405,"ah ben s'ils veulent boire, ils feraient mieux de bouger leurs fesses par exemple tu vois non mais c'est le principe juste le principe du bien en soi tu vois",,9,eo,4686.0
3406,ah ben s'ils veulent boire ils feraient mieux de bouger leurs fesses comme tu vois non mais c'est le principe mais le principe du bien tu vois,,9,et,4687.0
3407,ah bon s'ils veulent boire ils feraient mieux de bouger leurs fesses par exemple tu vois non mais c'est le principe juste le principe du puits comme tu peux le constater par toi même.,,9,tl,4688.0
3408,"eh bien, s'ils veulent boire, ils feraient mieux de bouger leurs fesses comme si tu ne pouvais pas voir mais c'est le principe, juste le principe du puits que tu vois",,9,fi,4689.0
3409,"ah, s'ils veulent boire, ils feraient mieux de bouger leurs fesses, par exemple tu vois non, mais c'est le principe juste le principe du puits en lui même tu vois",,9,fy,4690.0
3410,"eh bien s'ils veulent boire, ils feraient mieux de bouger leurs fesses par exemple qu'est-ce que tu vois mais c'est le début seulement le début du puits lui-même tu vois",,9,gl,4691.0
3411,"Bon, s'ils veulent boire, ils feraient mieux de bouger leurs fesses, genre, tu vois non, mais c'est le principe, juste le principe du puits, tu vois par toi-même",,9,ka,4692.0
3412,"Eh bien, s'ils veulent boire, ils feraient mieux de bouger leurs fesses, par exemple. Non, mais c'est le principe, juste le principe du puits lui-même",,9,de,4693.0
3413,ah bon s'ils veulent boire ils feraient mieux de se secouer le cul par exemple tu ne vois pas mais c'est le début juste le début du puits lui même tu vois,,9,el,4694.0
3414,Ah ben s'ils veulent boire ils feraient mieux de bouger le cul par exemple tu vois non,,9,gu,4695.0
3415,"ah, s'ils veulent boire, ils bougent le cul, par exemple, tu vois non, mais c'est le seul principe, le principe même du puits, tu vois.",,9,ha,4697.0
3416,"Oui, s'ils veulent boire, il vaut mieux bouger leurs fesses, par exemple, vous ne le verrez pas mais c'est le principe que la source de la fontaine elle-même est ce que vous voyez.",,9,haw,4698.0
3417,"Ah bon, s'ils veulent boire, c'est mieux qu'ils bougent le cul, par exemple, tu vois, non, mais c'est le principe, juste le principe du puits lui-même, tu vois",,9,iw,4699.0
3418,"Bon, s'ils veulent boire, ils feraient mieux de se secouer le cul, par exemple tu ne vois pas, mais c'est le principe, tu vois le principe du bien en toi",,9,hi,4701.0
3419,ah bon s'ils veulent boire ils feraient mieux de bouger leurs fesses par exemple tu vois pas mais c'est le principe du bien en soi tu vois,,9,hmn,4702.0
3420,"bon, s'ils veulent boire, il faut qu'ils bougent leurs fesses, par exemple, ça ne se voit pas, mais ce principe n'est que le principe du puits lui-même, tu le vois",,9,hu,4703.0
3421,ah ben s'ils veulent boire ils feraient mieux de bouger leurs fesses par exemple tu vois non mais c'est le principe juste la règle du puits en lui même tu vois,,9,is,4704.0
3422,ah bon s'ils veulent boire ils feraient mieux de bouger leurs fesses par exemple tu ne vois pas mais c'est juste le principe du puits en lui même tu vois.,,9,ig,4705.0
3423,"ah bon, s'ils veulent boire, c'est mieux de bouger les fesses par exemple, tu vois, mais c'est le principe, c'est juste le principe du puits en lui même, tu sais ?",,9,id,4706.0
3424,ah bon s'ils veulent boire ils bougeront le cul par exemple tu vois mais c'est le principe mais le principe du puits en lui même tu vois,,9,ga,4707.0
3425,ah ben s'ils veulent boire c'est mieux qu'ils bougent les fesses par exemple tu vois non mais c'est le principe justement le principe du bien en soi vois,,9,it,4708.0
3426,"Oh, s'ils veulent boire, ils feraient mieux de bouger leurs fesses, par exemple, non, mais c'est juste le principe, le principe même du puits.",,9,ja,4709.0
3427,ah si tu veux boire il vaut mieux bouger ses fesses par exemple tu ne vois pas mais le principe c'est juste le principe du puits lui même que tu vois.,,9,jw,4710.0
3428,"Oh, s'ils veulent boire, ils feraient mieux de bouger leurs fesses, par exemple tu ne vois pas mais c'est le principe du puits tu vois",,9,kn,4711.0
3429,"oui, s'ils veulent boire, ils feraient mieux de bouger leurs fesses, par exemple, tu ne vois pas, mais ce principe n'est que le principe du puits, tu vois",,9,kk,4712.0
3430,"Eh bien, s'ils veulent boire, c'est mieux pour eux, par exemple, n'est-ce pas, mais c'est le principe, juste le principe du puits que l'on voit seulement.",,9,km,4713.0
3431,"Eh bien, si tu veux boire, tu ferais mieux de bouger tes hanches. Par exemple, on ne le voit pas, mais c'est le principe. C'est le principe même du puits.",,9,ko,4714.0
3432,"ah et bien s'ils veulent boire, ils feraient mieux de secouer leurs fesses par exemple, tu ne vois pas mais ce principe est juste le principe de la bière elle-même, tu vois",,9,ku,4715.0
3433,"ah et bien s'ils veulent boire, ils feraient mieux de bouger leurs fesses comme tu vois mais ce principe n'est qu'un principe de puits tu vois",,9,ky,4716.0
3434,"Ah, s'ils veulent boire, ils feraient mieux de bouger leurs fesses, par exemple, n'est-ce pas, mais c'est le principe même du puits, n'est-ce pas.",,9,lo,4717.0
3435,ah bon s'ils veulent boire ils feraient mieux de bouger leur cul par exemple,,9,la,4718.0
3436,"oh s'ils veulent boire, ils feraient mieux de bouger leurs fesses comme tu vois non mais c'est le principe juste le principe du puits lui-même tu vois",,9,lv,4719.0
3437,"bon, s'ils veulent boire, c'est mieux de bouger le cul, comme si on ne voyait pas, mais c'est le principe, juste le principe du puits.",,9,lt,4720.0
3438,ah ben quand ils boivent ils feraient mieux de bouger le cul zb tu dis non mais c'est le principe juste le principe du puits et tu vois,,9,lb,4721.0
3439,"ah, s'ils veulent boire, ils feraient mieux de bouger leur cul, par exemple, tu vois, non, mais c'est le principe, juste le principe du puits lui-même, tu vois",,9,mk,4722.0
3440,"Bon, s'ils veulent boire, qu'ils bougent leur cul par exemple, tu vois, non, c'est le principe, tu ne vois que le principe de la cendre.",,9,mg,4723.0
3441,ah bon s'ils veulent boire ils feraient mieux de bouger leurs fesses par exemple tu vois pas mais c'est le principe juste le principe du puits en lui même tu vois,,9,ms,4724.0
3442,"Bon, s'ils veulent boire, ils feraient mieux de bouger leurs fesses, par exemple, tu ne vois pas, mais c'est le principe du puits tu vois.",,9,ml,4725.0
3443,ah bon s'ils veulent boire ils feraient mieux de se promener le cul par exemple voir non mais c'est le principe seulement le principe du puits en lui même voir,,9,mt,4726.0
3444,c'est bien s'ils veulent boire c'est mieux de bouger leurs fesses par exemple tu vois non mais c'est le principe le principe du ressort en lui même tu vois,,9,mi,4727.0
3445,"Tiens, s'ils veulent boire, ils bougent le cul, par exemple, tu ne vois pas, mais c'est le principe du puits tu vois.",,9,mr,4728.0
3446,"euh, s'ils veulent boire, c'est mieux de bouger leurs fesses, par exemple, tu ne vois pas, mais ce n'est que le principe du puits.",,9,mn,4729.0
3447,"Bon, si tu veux boire, tu ferais mieux de bouger tes fesses, par exemple, tu ne le vois pas, mais c'est le principe du bien tu vois.",,9,my,4730.0
3448,"Ah, s'ils veulent boire, ils bougent bien le cul par exemple tu ne vois pas mais cette théorie c'est juste une théorie du bien tu vois.",,9,ne,4731.0
3449,ah bon s'ils veulent boire ils devraient bouger leurs fesses par exemple tu vois non mais c'est le principe juste le principe du puits en lui même tu vois,,9,no,4732.0
3450,Bon s'ils veulent boire ils feraient mieux de bouger leurs fesses par exemple tu vois non mais c'est le principe juste le principe du bien tu vois toi même.,,9,or,4733.0
3451,Ouais bon s'ils veulent boire ils feraient mieux de bouger leurs fesses par exemple tu vois pas mais c'est juste le principe du puits tu vois,,9,ps,4734.0
3452,"Ah ben s'ils veulent boire ils feraient mieux de bouger leurs fesses, par exemple tu vois pas mais c'est le principe, tu vois juste le principe du bien en toi",,9,fa,4735.0
3453,"bon, s'ils veulent boire, ils feraient mieux de bouger leurs fesses, comme tu vois, non, mais c'est la règle, juste la règle du puits lui-même, tu vois",,9,pl,4736.0
3454,"ah bon, s'ils veulent boire, ils feraient mieux de bouger le cul, par exemple, tu vois, non, mais c'est le principe, juste le principe du puits lui-même, tu vois",,9,pt,4737.0
3455,Ah ben s'ils veulent boire ils feraient mieux de se secouer le cul par exemple tu vois pas mais cette théorie c'est juste la théorie du puits tu vois,,9,pa,4738.0
3456,"ah, s'ils veulent boire, ils feraient mieux de bouger leurs fesses, par exemple, tu vois non, mais ce n'est que le principe de la fontaine elle-même, tu vois",,9,ro,4739.0
3457,"bon, s'ils ont soif, ils feraient mieux de bouger leurs fesses, genre, tu vois, non, mais c'est le principe, juste le principe du puits lui-même, tu vois",,9,ru,4740.0
3458,ben quand ils ont soif ils bougent mieux les fesses par exemple tu vois non mais le principe c'est juste le principe du bien à toi tu vois.,,9,sm,4741.0
3459,ah bon s'ils veulent boire ils feraient mieux de bouger leurs fesses par exemple tu ne vois pas mais c'est le principe juste le principe du puits en lui même tu vois,,9,gd,4742.0
3460,ah bon s'ils veulent boire ils feraient mieux de bouger le cul leur exemple non mais c'est juste le principe du puits en lui même.,,9,st,4744.0
3461,ah s'ils veulent boire ils feraient mieux de bouger leurs fesses par exemple tu vois non mais c'est le principe juste le principe du thetsime en soi tu vois,,9,sn,4745.0
3462,"S'ils veulent boire, ils feraient mieux de bouger leurs fesses par exemple tu ne vois pas mais c'est le seul principe du puits tu vois.",,9,sd,4746.0
3463,"Bon, s'ils veulent boire, ils feraient mieux de bouger leurs fesses, par exemple tu ne vois pas, mais c'est juste le principe du puits tu vois",,9,si,4747.0
3464,ah bon s'ils veulent boire ils feraient mieux de bouger leurs fesses comme tu vois non mais c'est le principe tu ne vois que le principe du puits lui même,,9,sk,4748.0
3465,"ah ben, s'ils veulent boire, ils feraient mieux de bouger leurs fesses, genre, tu vois non, mais c'est le principe, juste le principe du puits en lui même, tu vois",,9,sl,4749.0
3466,ah ben s'ils veulent boire ils bougent bien leur queue par exemple tu vois non mais c'est le principe seulement le principe du puits en lui même tu vois.,,9,so,4750.0
3467,ah bon si tu veux boire tu ferais mieux de bouger ton cul par exemple tu vois non mais c'est le début juste le début du puits lui même tu vois,,9,es,4751.0
3468,ah bon si tu veux boire ils feraient mieux de bouger leurs fesses par exemple tu ne le fais pas mais c'est juste le principe de ton propre puits.,,9,su,4752.0
3469,"ah bien, s'ils veulent boire, ils devraient déplacer l'âne, par exemple, tu vois, non, mais c'est juste la règle, la règle du puits lui-même, tu vois.",,9,sw,4753.0
3470,ah oui s'ils veulent boire c'est mieux qu'ils se touchent les fesses par exemple tu vois non mais c'est le principe juste le principe du puits en lui même tu vois,,9,sv,4754.0
3471,"eh bien, s'ils veulent boire, ils feraient mieux de bouger leurs fesses, par exemple tu vois, non, mais ce principe n'est que le principe du bien en soi.",,9,tg,4755.0
3472,"S'ils veulent boire, ils feraient mieux de déplacer l'âne, par exemple, vous ne voyez pas, mais c'est le principe du puits que vous voyez.",,9,ta,4756.0
3473,"Bon, s'ils veulent boire, ils feraient mieux de se secouer le cul, par exemple tu ne vois pas, mais le même principe est le principe du puits tu vois",,9,te,4757.0
3474,"Ah, s'ils veulent boire un verre, ils feraient mieux de bouger leurs fesses. comme si tu ne voyais pas Mais c’est juste le principe du puits intérieur que vous voyez.",,9,th,4758.0
3475,ah bon s'ils veulent boire ils feraient mieux de bouger leurs fesses comme si tu ne voyais pas non mais c'est le principe tu vois juste le principe du puits lui même,,9,tr,4759.0
3476,bon s'ils veulent boire ils feraient mieux de bouger leurs fesses comme tu vois non mais c'est le principe juste le principe du puits en lui même tu vois,,9,uk,4760.0
3477,"Ah bien, s'ils veulent boire, ils feraient mieux de se secouer le cul comme si tu ne pouvais pas voir mais c'est la règle, juste la règle du bien que tu vois",,9,ur,4761.0
3478,"Oui, s'ils veulent boire, ils feraient mieux de bouger leurs fesses, comme tu penses que non, mais ce principe n'est que le principe du puits que tu vois.",,9,ug,4762.0
3479,"ah bon, s'ils veulent boire, c'est mieux de bouger le cul, par exemple, ça ne se voit pas, mais ce principe n'est que le principe du puits lui-même.",,9,uz,4763.0
3480,"bon, s'ils veulent boire, ils feraient mieux de bouger leurs fesses par exemple tu vois mais c'est le principe, juste le principe du puits tu vois",,9,vi,4764.0
3481,ah bon s'ils veulent boire ils feraient mieux de bouger leurs fesses par exemple tu vois non mais c'est juste la règle du puits lui même tu vois,,9,xh,4766.0
3482,Ah ben s'ils veulent boire ils feraient mieux de bouger leurs fesses par exemple tu vois non mais c'est le principe juste le principe de la santé en soi tu vois,,9,yi,4767.0
3483,ah bon s'ils veulent qu'ils bougent mieux leurs fesses par exemple tu vois non mais c'est le seul bien processus en lui même tu vois.,,9,yo,4768.0
3484,"mais si vous partagez par exemple vous n'avez pas besoin d'avoir des points supplémentaires je ne sais pas, vous voyez en bénéficier pour qu'au final vous dépensiez moins ce dont vous ne voulez pas à ce moment-là mais cela apprend précisément à l'utilisateur à changement",,9,af,4770.0
3485,"mais par exemple, si vous partagez, vous ne devriez pas avoir de points supplémentaires. Je ne sais pas, vous voyez le favoriser comme si vous dépensiez moins à la fin, vous ne voulez pas à ce moment-là, mais cela apprend simplement à l'utilisateur à changer.",,9,sq,4771.0
3486,"Mais si tu partages, par exemple, tu n'es pas obligé d'avoir plus de points, je ne sais pas, tu le vois quand tu le fais comme ça, tu dépenses un peu à la fin pour ce que tu fais Ce n'est pas nécessaire, mais il s'agit simplement d'apprendre à l'utilisateur. changer en",,9,am,4772.0
3487,"Mais par exemple si tu participes il n'est pas nécessaire d'avoir des points supplémentaires je ne sais pas, tu vois préférer ça veut dire que tu dépenses moins au final tu ne veux pas ça à ce moment-là mais justement ça apprend juste à l'utilisateur à changer",,9,ar,4773.0
3488,"mais par exemple, si tu partages, tu n'as pas forcément besoin d'avoir des points en plus, je ne sais pas, tu vois ça contribue pour que tu dépenses moins, au final, tu n'as pas envie, mais c'est ça qui apprend l'utilisateur juste un changement",,9,hy,4774.0
3489,"mais si vous partagez par exemple, vous ne devriez pas avoir de points supplémentaires. Je ne sais pas que vous le préférez, vous voyez que vous finissez par dépenser moins que vous ne le souhaitez, mais exactement cela apprend simplement à l'utilisateur. changement",,9,az,4775.0
3490,"mais si vous partagez par exemple, vous n'avez pas besoin d'avoir de points supplémentaires, je ne sais pas, en favorisant cette façon, vous voyez que vous finissez par dépenser moins, ce que vous ne voulez pas pour le moment mais qui en fait enseigne à l'utilisateur. changement",,9,eu,4776.0
3491,"mais, par exemple, si tu partages, tu ne devrais pas avoir de points supplémentaires, je ne sais pas, tu vois que tu préfères dépenser moins, au final, tu ne veux pas à ce moment-là, mais c'est ce qui apprend l'utilisateur vient de changer",,9,be,4777.0
3492,"Mais par exemple si tu partages, tu n'as pas besoin d'avoir des points supplémentaires que je ne connais pas, tu le vois en faveur tu finis par dépenser moins ce que tu ne veux pas faire sur le moment mais justement c'est apprendre le utilisateur à changer",,9,bn,4778.0
3493,mais par exemple si vous partagez vous n'avez pas besoin d'avoir des points supplémentaires je ne sais pas vous voyez votre faveur donc vous dépensez moins au final vous ne voulez pas à ce moment-là mais c'est exactement ce qui apprend à l'utilisateur juste à changer,,9,bs,4779.0
3494,"mais par exemple, si vous partagez, vous n'avez pas besoin d'obtenir des points supplémentaires. Je ne sais pas, vous voyez, vous préférez dépenser moins à la fin, ce que vous ne voulez pas pour le moment, mais c'est ce qui apprend à l'utilisateur à simplement changer.",,9,bg,4780.0
3495,"mais par exemple si tu partages tu n'as pas besoin d'avoir des points supplémentaires je ne sais pas, tu vois le favoriser donc tu dépense moins au final tu ne veux pas pour le moment mais justement c'est pour apprendre à l'utilisateur seulement en échange",,9,ca,4781.0
3496,"mais par exemple si tu partages tu n'as pas besoin de points supplémentaires je ne sais pas, tu vois tu favorises on dirait que tu coûtes moins cher au final tu ne veux pas de temps mais justement ça apprend à l'utilisateur juste à changer",,9,ceb,4782.0
3497,"mais par exemple si vous partagez vous ne devriez pas avoir de points supplémentaires que je ne connais pas, vous voyez comme si vous dépensiez moins d'argent au final que vous ne voulez pas sur le moment mais j'apprends à l'utilisateur à changement",,9,ny,4783.0
3498,"Mais par exemple, si vous partagez, vous n'êtes pas obligé de donner des points supplémentaires, je ne sais pas, vous verrez comme ça, comme si vous finissiez par dépenser moins d'argent, mais à ce moment-là, vous ne voulez pas le faire ça, mais c'est exactement ce qu'il apprend à l'utilisateur à changer",,9,zh-cn,4784.0
3499,"mais par exemple si tu partages il ne devrait pas y avoir de points supplémentaires je ne sais pas, tu vois favoriser pour que tu dépenses moins au final tu ne veux pas pour le moment mais justement on apprend à l'utilisateur juste à changer",,9,co,4786.0
3500,"mais, par exemple, si vous partagez, vous n'êtes pas obligé d'avoir des points supplémentaires, je ne sais pas, vous voyez du favoritisme comme si vous dépensiez moins à la fin, vous ne vouliez pas à ce moment-là, mais c'est exactement ce que le l'apprentissage des utilisateurs est juste pour changer",,9,hr,4787.0
3501,"mais par exemple, lorsque vous partagez, vous n'avez pas besoin d'avoir de points supplémentaires. Je ne sais pas si vous y voyez une faveur, donc vous finissez par dépenser moins, ce que vous ne voulez pas à ce moment-là, mais c'est exactement ce que le changement enseigne à l'utilisateur.",,9,cs,4788.0
3502,mais si vous partagez par exemple vous n'avez pas besoin d'avoir des points supplémentaires je ne sais pas vous voyez le favoriser comme si vous dépensiez moins au final vous ne voulez pas à ce moment-là mais juste que l'utilisateur apprend juste à refaire,,9,da,4789.0
3503,"mais si vous partagez, par exemple, vous n'avez pas besoin d'obtenir de points supplémentaires. Je ne sais pas, vous voyez que c'est tellement avantageux que vous finissez par dépenser moins, vous ne voulez pas ça à ce moment-là, mais en fait, cela apprend à l'utilisateur à changer",,9,nl,4790.0
3504,"mais par exemple si tu partages tu n'as pas besoin d'avoir des points supplémentaires je ne sais pas, tu vois le favoriser comme ça tu dépense moins au final tu ne veux pas à ce moment-là mais justement c'est apprendre à l'utilisateur juste à changement",,9,en,4791.0
3505,"mais par exemple si tu partages tu n'as pas besoin d'avoir de points supplémentaires, je ne sais pas, tu vois en le favorisant donc tu dépense moins au final tu ne veux pas sur le moment mais c'est exactement ce qu'apprend l'utilisateur juste pour changer",,9,eo,4792.0
3506,"mais par exemple si vous partagez, vous n'avez pas besoin d'obtenir des points supplémentaires, je ne sais pas, vous voyez le préférer pour que vous dépensiez moins que ce que vous ne voulez pas pour le moment, mais c'est ce qui apprend à l'utilisateur à changement",,9,et,4793.0
3507,"mais par exemple si tu as partagé tu n'as pas besoin d'être un point supplémentaire je ne sais pas, tu vois ça le favorise comme si tu dépenses moins au final tu n'aimes pas dans le temps mais ça apprend définitivement à l'utilisateur à changer",,9,tl,4794.0
3508,mais par exemple si vous partagez vous n'êtes pas obligé d'avoir des points supplémentaires je ne sais pas vous voyez le favoriser donc vous dépensez moins au final vous ne voulez pas mais c'est ce qui apprend à l'utilisateur juste à changer,,9,fi,4795.0
3509,"mais si vous partagez par exemple vous n'avez pas besoin d'avoir des points supplémentaires, je ne sais pas, vous voyez la faveur pour qu'à la fin vous dépensez moins, vous ne voulez pas pour le moment, mais exactement cela enseigne juste le utilisateur à changer",,9,fy,4796.0
3510,"mais par exemple si tu partages tu n'as pas besoin d'avoir des points supplémentaires je ne sais pas, tu vois favoriser comme ça tu dépense moins au final tu ne veux pas pour le moment mais justement c'est pour apprendre à l'utilisateur juste changer",,9,gl,4797.0
3511,"Mais, par exemple, si vous partagez, vous n'avez pas besoin de points supplémentaires, je ne sais pas, vous voyez que vous préférez dépenser moins, après tout, ce que vous ne voulez pas, mais justement cela apprend au client à changement",,9,ka,4798.0
3512,"Mais quand vous partagez, par exemple, vous n'avez pas besoin d'avoir des points supplémentaires, je ne sais pas, vous voyez cela comme si vous finissiez par dépenser moins, ce que vous ne voulez pas à ce moment-là, mais cela enseigne simplement le l'utilisateur doit simplement changer",,9,de,4799.0
3513,"mais par exemple si vous partagez, vous n'avez pas besoin d'avoir des points supplémentaires, je ne sais pas, vous voyez que vous le préférez, comme si vous dépensiez moins à la fin, vous ne voulez pas à ce moment-là, mais vous apprenez simplement à l'utilisateur à changer",,9,el,4800.0
3514,"Mais par exemple, si vous partagez, vous n'avez pas besoin d'avoir des points supplémentaires, je ne sais pas, vous voyez en le favorisant, vous finissez par dépenser moins, ce que vous ne voulez pas faire à ce moment-là, mais cela apprend certainement à l'utilisateur que le changement",,9,gu,4801.0
3515,"mais par exemple si tu partages tu n'as pas besoin de points supplémentaires je ne sais pas, tu le vois favorable donc tu dépenses moins au final tu ne veux pas pour le moment mais justement c'est pour apprendre à l'utilisateur juste à changer",,9,ht,4802.0
