,PAROLES,Dimension Dialogique,Domaine,Langue,Unnamed: 0.1,Unnamed: 0
383,"Ah bon, s'ils veulent boire, ils feraient mieux de bouger leurs fesses par exemple, tu ne vois pas mais c'est le principe juste le principe du puits en lui même tu vois",,9,ar,3388.0,4667.0
384,"Ah, s'ils veulent boire, ils feraient mieux de bouger leurs fesses, genre, tu vois pas, mais c'est le principe, juste le principe du puits en lui même, tu vois",,9,hy,3389.0,4668.0
385,"eh bien, s'ils veulent boire, ils feraient mieux de bouger leurs fesses, par exemple, tu ne le vois pas, mais ce principe est juste le principe que tu vois dans le puits lui-même",,9,az,3390.0,4669.0
386,ah bon s'ils veulent boire ils feraient mieux de bouger leurs fesses comme tu vois non mais c'est le principe juste le principe du puits en lui même tu vois,,9,be,3392.0,4671.0
387,ah bon s'ils veulent boire ils feraient mieux de bouger leurs fesses par exemple tu ne vois pas mais c'est le principe le principe du puits en lui même tu vois.,,9,ceb,3397.0,4676.0
388,"Ah bon, s'il veut boire, il faut qu'il bouge ses fesses, par exemple, tu vois, non, mais c'est juste une pointe, la pointe même du puits, tu vois.",,9,ny,3398.0,4677.0
389,ah bon s'ils veulent boire ils feraient mieux de bouger leurs fesses par exemple tu ne vois pas mais c'est le début seulement le début du puits lui même tu peux voir,,9,co,3400.0,4680.0
390,"mais si vous partagez par exemple vous n'avez pas besoin d'avoir des points supplémentaires je ne sais pas, vous voyez en bénéficier pour qu'au final vous dépensiez moins ce dont vous ne voulez pas à ce moment-là mais cela apprend précisément à l'utilisateur à changement",,9,af,3484.0,4770.0
391,"mais par exemple, si vous partagez, vous ne devriez pas avoir de points supplémentaires. Je ne sais pas, vous voyez le favoriser comme si vous dépensiez moins à la fin, vous ne voulez pas à ce moment-là, mais cela apprend simplement à l'utilisateur à changer.",,9,sq,3485.0,4771.0
392,"Mais si tu partages, par exemple, tu n'es pas obligé d'avoir plus de points, je ne sais pas, tu le vois quand tu le fais comme ça, tu dépenses un peu à la fin pour ce que tu fais Ce n'est pas nécessaire, mais il s'agit simplement d'apprendre à l'utilisateur. changer en",,9,am,3486.0,4772.0
393,"Mais par exemple si tu participes il n'est pas nécessaire d'avoir des points supplémentaires je ne sais pas, tu vois préférer ça veut dire que tu dépenses moins au final tu ne veux pas ça à ce moment-là mais justement ça apprend juste à l'utilisateur à changer",,9,ar,3487.0,4773.0
394,"mais par exemple, si tu partages, tu n'as pas forcément besoin d'avoir des points en plus, je ne sais pas, tu vois ça contribue pour que tu dépenses moins, au final, tu n'as pas envie, mais c'est ça qui apprend l'utilisateur juste un changement",,9,hy,3488.0,4774.0
395,"mais si vous partagez par exemple, vous ne devriez pas avoir de points supplémentaires. Je ne sais pas que vous le préférez, vous voyez que vous finissez par dépenser moins que vous ne le souhaitez, mais exactement cela apprend simplement à l'utilisateur. changement",,9,az,3489.0,4775.0
396,"mais, par exemple, si tu partages, tu ne devrais pas avoir de points supplémentaires, je ne sais pas, tu vois que tu préfères dépenser moins, au final, tu ne veux pas à ce moment-là, mais c'est ce qui apprend l'utilisateur vient de changer",,9,be,3491.0,4777.0
397,"mais par exemple si tu partages tu n'as pas besoin de points supplémentaires je ne sais pas, tu vois tu favorises on dirait que tu coûtes moins cher au final tu ne veux pas de temps mais justement ça apprend à l'utilisateur juste à changer",,9,ceb,3496.0,4782.0
398,"mais par exemple si vous partagez vous ne devriez pas avoir de points supplémentaires que je ne connais pas, vous voyez comme si vous dépensiez moins d'argent au final que vous ne voulez pas sur le moment mais j'apprends à l'utilisateur à changement",,9,ny,3497.0,4783.0
399,"mais par exemple si tu partages il ne devrait pas y avoir de points supplémentaires je ne sais pas, tu vois favoriser pour que tu dépenses moins au final tu ne veux pas pour le moment mais justement on apprend à l'utilisateur juste à changer",,9,co,3499.0,4786.0
400,"et ça va nous permettre d'échanger, c'est ce que ça va être, on va échanger entre comme l'agriculteur échangera avec le menuisier c'est tout",,2,af,3586.0,4876.0
401,"et ça va nous permettre de troquer, voilà ce que ça sera, on va troquer entre, tout comme le fermier va troquer avec le charpentier, c'est tout",,2,sq,3587.0,4877.0
402,"Et cela nous permet d'échanger, c'est-à-dire que nous échangeons comme le paysan échange avec le menuisier.",,2,am,3588.0,4878.0
403,"Cela nous permettra d'échanger, et c'est comme ça que ce sera, nous échangerons entre comme un agriculteur échange avec un menuisier et c'est tout",,2,ar,3589.0,4879.0
404,"et ça va nous permettre de commercer, c'est ce qui va se passer, on va commercer comme un paysan commerce avec un menuisier, c'est tout",,2,hy,3590.0,4880.0
405,"et cela nous permettra d'échanger, ce sera comme ça, nous échangerons comme un agriculteur échangerait avec un menuisier",,2,az,3591.0,4881.0
406,"et ça nous permettra de commercer, voilà ce que ça sera, nous commercerons entre nous comme un agriculteur commerce avec un menuisier, c'est tout",,2,be,3593.0,4883.0
407,"et ça va nous permettre d'échanger, c'est ce qui se passe, on échange entre nous comme un agriculteur échange avec un menuisier c'est tout.",,2,ceb,3598.0,4888.0
408,"et cela nous permettra d'échanger, et comme ce sera le cas, nous échangerons comme un agriculteur échangera avec un charpentier.",,2,ny,3599.0,4889.0
409,"et ça va nous permettre d'échanger, voilà ce que ça sera, nous échangerons entre comme l'agriculteur échangera avec le menuisier qui est",,2,co,3601.0,4892.0
410,et qu'après c'est individuellement par exemple chaque communauté qui décidera de ce que j'ai en commun,,7,af,3686.0,4982.0
411,"et qu'ensuite c'est individuellement, par exemple, chaque communauté qui décidera de ce que je décide en commun",,7,sq,3687.0,4983.0
412,"Et puis au niveau individuel par exemple, chaque communauté décide de ce qui me convient",,7,am,3688.0,4984.0
413,"Après cela, c'est chaque communauté qui décide à quoi je m'inscris",,7,ar,3689.0,4985.0
414,"et qu'ensuite, par exemple, chaque communauté décidera individuellement de ce que je mets en commun",,7,hy,3690.0,4986.0
415,"et après, par exemple, chaque société décidera de ce que je généralise",,7,az,3691.0,4987.0
416,"et qu'après c'est individuel, par exemple, chaque communauté décidera de ce que je mets en commun",,7,be,3693.0,4989.0
417,et qu'après c'est individuellement à l'exemple de chaque communauté de décider ce que je mets en commun,,7,ceb,3698.0,4994.0
418,"et après c'est chaque individu, c'est-à-dire chaque région, qui peut décider de ce avec quoi je suis d'accord",,7,ny,3699.0,4995.0
419,et que plus tard c'est individuellement par exemple chaque communauté qui décidera de ce que je mets en commun,,7,co,3701.0,4998.0
420,"non, mais c'est pour cela qu'une telle cuisine commune est nécessaire.",,8,af,3784.0,5088.0
421,"non, mais c'est pourquoi une telle cuisine commune est nécessaire.",,8,sq,3785.0,5089.0
422,"Non, mais c'est pour cela qu'une telle cuisine partagée est nécessaire.",,8,ar,3786.0,5091.0
423,"non, mais cela nécessite une telle cuisine partagée.",,8,hy,3787.0,5092.0
424,"non, mais c'est pour cela qu'une cuisine commune est nécessaire.",,8,ceb,3789.0,5100.0
425,"oui, parce que je ne veux pas, je prends l'eau, je prends l'eau",,7,af,3823.0,5194.0
426,"oui, parce que j'en veux pas, je prends l'eau, je prends l'eau",,7,sq,3824.0,5195.0
427,"Oui, je prendrai l'eau parce que je n'en veux pas, je prendrai l'eau",,7,am,3825.0,5196.0
428,"Oui parce que je ne veux pas, je prendrai l'eau, je prendrai l'eau",,7,ar,3826.0,5197.0
429,"oui parce que je ne veux pas, j'ai pris l'eau, j'ai pris l'eau",,7,ceb,3830.0,5206.0
430,"oui, parce que je n'en veux pas, je prends de l'eau, je bois de l'eau",,7,ny,3831.0,5207.0
431,"oh ouais, je pense que la constitution est peut-être un peu forte, juste euh",,14,af,3866.0,5300.0
432,"ah ouais, je pense que la constitution est peut-être un peu forte, juste euh",,14,sq,3867.0,5301.0
433,"Oui, je pense que la Constitution est probablement un peu trop forte.",,14,am,3868.0,5302.0
434,"Euh ouais, je pense que la constitution est peut-être un peu trop forte, juste euh",,14,ar,3869.0,5303.0
435,"ouais, je pense que la constitution est peut-être un peu forte, juste euh",,14,hy,3870.0,5304.0
436,"oh ouais, je pense que la constitution est peut-être un peu forte",,14,az,3871.0,5305.0
437,"ah oui, je pense que la constitution est peut-être un peu forte, juste euh",,14,be,3873.0,5307.0
438,"ah oui, je pense que la constitution est probablement juste un peu forte euh",,14,ceb,3877.0,5312.0
439,"Ouais, je pense que la Constitution est probablement plus forte",,14,ny,3878.0,5313.0
440,"oui, mais avec les maisons individuelles tu as aussi plus de pertes",,15,af,3939.0,5406.0
441,oui mais avec les maisons individuelles tu as encore plus de pertes,,15,sq,3940.0,5407.0
442,"Oui, mais dans les maisons privées, tu as plus de pertes",,15,am,3941.0,5408.0
443,Oui mais avec les maisons individuelles tu as aussi plus de pertes,,15,ar,3942.0,5409.0
444,"oui, mais avec les maisons individuelles il y a plus de pertes",,15,az,3943.0,5411.0
445,"oui, mais avec les maisons sur mesure tu as aussi plus de pertes",,15,be,3944.0,5413.0
446,oui mais dans chaque maison la perte est aussi plus,,15,ceb,3947.0,5418.0
447,oui mais avec les maisons privées tu as aussi beaucoup de pertes,,15,ny,3948.0,5419.0
448,oui mais avec les maisons individuelles tu as encore plus de perte,,15,co,3950.0,5422.0
449,en plus ça prend de la place hein,,19,af,4004.0,5512.0
450,Ça demande aussi de l'espace hein,,19,am,4005.0,5514.0
451,"De plus, cela nécessite beaucoup d'espace",,19,ar,4006.0,5515.0
452,en plus il a besoin d'espace hein,,19,ny,4011.0,5523.0
453,c'est étrange,,8,af,4054.0,5606.0
454,C'est inhabituel,,8,sq,4055.0,5607.0
455,C'est incroyable,,8,am,4056.0,5608.0
456,c'est bizarre,,8,hy,4057.0,5610.0
457,étrange,,8,ceb,4059.0,5618.0
458,ça ne marche pas très bien non plus,,1,af,4070.0,5712.0
459,Ça ne marche pas très bien,,1,am,4071.0,5714.0
460,Ça ne marche pas bien non plus,,1,ar,4072.0,5715.0
461,ça ne marche plus très bien,,1,ny,4073.0,5725.0
462,c'est juste qu'ils disaient qu'on finissait par voir des quartiers beaucoup plus dynamiques où les gens se rencontraient beaucoup plus si on avait des lieux de travail un peu plus mélangés avec des lieux d'hébergement et des endroits pour sortir,,20,af,4094.0,5818.0
463,c'est juste qu'ils disaient qu'on finissait par voir des quartiers beaucoup plus animés où les gens se rencontraient beaucoup plus quand on avait des lieux de travail un peu plus mélangés avec des résidences et des lieux de rencontre.,,20,sq,4095.0,5819.0
464,"Enfin, vous dites voir des quartiers où les gens interagissent beaucoup, avec des lieux de travail mêlés d'espaces de vie et d'espaces extérieurs.",,20,am,4096.0,5820.0
465,C'est juste qu'on disait qu'on voyait enfin des quartiers plus vivants où les gens se retrouvaient plus souvent quand on avait des lieux de travail plus mixtes avec des lieux d'hébergement et de sorties.,,20,ar,4097.0,5821.0
466,je disais simplement qu'on finissait par voir des quartiers beaucoup plus dynamiques où les gens se rencontraient davantage quand on avait des lieux de travail un peu plus mélangés avec des zones résidentielles et piétonnes.,,20,hy,4098.0,5822.0
467,ils ont juste dit qu'on finissait par voir des quartiers plus dynamiques où les gens se rencontraient davantage lorsque les entreprises étaient un peu mélangées avec des zones résidentielles et piétonnes.,,20,az,4099.0,5823.0
468,c'est juste qu'ils ont dit que finalement on voyait des zones beaucoup plus fréquentées où les gens avaient beaucoup plus de chances de se rencontrer quand on avait des lieux de travail un peu plus mélangés avec des zones résidentielles et récréatives,,20,be,4101.0,5825.0
469,C'est juste qu'on dit qu'au final on voit des quartiers plus vivants où les gens se retrouvent davantage quand on a des lieux de travail un peu mélangés avec des quartiers résidentiels et des lieux de sorties.,,20,ceb,4106.0,5830.0
470,C'est juste qu'on dit qu'on a enfin vu les zones de rencontre les plus intéressantes quand on a un lieu de travail un peu mélangé avec un espace de vie et un espace de sortie.,,20,ny,4107.0,5831.0
471,c'est juste qu'ils disaient que finalement on voyait des quartiers beaucoup plus vivants où les gens se rencontraient beaucoup plus quand ils avaient les lieux de travail un peu plus mélangés avec les lieux de résidence et de sortie.,,20,co,4109.0,5834.0
472,c'est faisable,,4,af,4195.0,5924.0
473,Ça peut être fait.,,4,am,4196.0,5926.0
474,C'est possible,,4,ar,4197.0,5927.0
475,peut être fait,,4,az,4198.0,5929.0
476,ça peut être fait,,4,ceb,4199.0,5936.0
477,parce qu'en réalité tu payes environ 4 euros de l'heure ben oui c'est à l'heure et tu utilises autant que tu veux de ce qu'il y a et donc tu continues à travailler quand tu dois travailler tu vois un espace euh,,2,af,4213.0,6030.0
478,"parce qu'en fait tu payes genre 4 euros de l'heure, ben oui c'est à l'heure et tu utilises autant que tu veux de ce qui est disponible et donc tu restes au travail quand tu dois travailler tu regardes un espace euh",,2,sq,4214.0,6031.0
479,Parce qu'en réalité tu paies genre 4 euros de l'heure oui c'est par heure et tu utilises autant que tu veux et tu continues à travailler quand tu veux travailler tu vois où tu en es,,2,am,4215.0,6032.0
480,"Parce qu'en fait tu payes environ 4 euros de l'heure, enfin, c'est à l'heure et tu utilises autant que tu veux de ce qu'il y a, et donc tu restes en activité quand tu as besoin de travailler et que tu vois de l'espace euh",,2,ar,4216.0,6033.0
481,parce qu'en fait tu payes 4 euros de l'heure oui c'est une heure et tu utilises autant que tu veux de ce qu'il y a et donc tu restes travailler quand tu dois travailler tu vois de l'espace hein,,2,hy,4217.0,6034.0
482,"parce qu'en réalité tu payes 4 euros de l'heure, oui, c'est chronométré et tu utilises ce qu'il y a autant que tu veux et donc tu restes travailler quand tu as besoin de travailler.",,2,az,4218.0,6035.0
483,parce qu'en fait tu payes environ 4 euros de l'heure oui c'est à l'heure et tu utilises autant que tu veux de ce qu'il y a et donc tu restes au travail quand tu dois travailler tu vois un endroit euh,,2,be,4220.0,6037.0
484,parce qu'en fait tu payes genre 4 euros de l'heure ben oui c'est à l'heure et tu utilises autant que tu veux ce qu'il y a et donc tu restes travailler quand tu dois travailler tu trouves un espace euh,,2,ceb,4225.0,6042.0
485,"parce que tu paies environ 4 euros de l'heure et bien oui, c'est par heure et tu utilises autant que tu veux ce qu'il y a donc tu continues à travailler quand tu veux travailler tu vois des endroits euh",,2,ny,4226.0,6043.0
486,parce qu'en fait tu payes genre 4 euros de l'heure ben oui c'est pour l'heure et utilises autant que tu veux de ce qu'il y a et donc continue à travailler quand tu as besoin de travailler voir un espace euh,,2,co,4228.0,6046.0
487,et ça oblige les habitants à se déplacer pour faire les choses que tu vois,,9,af,4316.0,6136.0
488,Et cela oblige les habitants à agir en fonction de ce qu’ils voient.,,9,am,4317.0,6138.0
489,Cela oblige les résidents à se déplacer pour faire les choses que vous voyez,,9,ar,4318.0,6139.0
490,et ça fait bouger les habitants pour faire ce que tu vois,,9,hy,4319.0,6140.0
491,et ça oblige les habitants à agir pour faire les choses que tu vois,,9,az,4320.0,6141.0
492,et cela oblige les habitants à se déplacer pour faire les choses que vous voyez,,9,ceb,4326.0,6148.0
493,et cela oblige les habitants à bouger pour faire les choses que vous voyez,,9,co,4328.0,6152.0
494,"et que vous l'avez choisi - enfin, pas voté dans ce cas mais",,14,af,4380.0,6242.0
495,"et que vous l'avez choisi - eh bien, vous ne l'avez pas voté dans ce cas, mais",,14,sq,4381.0,6243.0
496,"Et comme vous le souhaitez - eh bien, vous n'avez pas voté sur cette question, mais",,14,am,4382.0,6244.0
497,"Et vous l'avez choisi - eh bien, ce n'est pas voté dans ce cas cependant",,14,ar,4383.0,6245.0
498,"et que tu as choisi ça, eh bien, dans ce cas, tu n'as pas voté, mais",,14,hy,4384.0,6246.0
499,"et que vous l'avez choisi - eh bien, dans ce cas, il n'a pas voté, mais",,14,az,4385.0,6247.0
500,"et pourquoi l'avez-vous choisi - eh bien, vous n'avez pas voté dans ce cas, mais",,14,be,4387.0,6249.0
501,"et que vous l'avez choisi - eh bien, vous n'avez pas voté dans ce cas, mais",,14,ceb,4392.0,6254.0
502,"et que vous avez choisi - enfin, pas voté dans ce cas, mais",,14,co,4394.0,6258.0
503,"sachant que tout le monde peut utiliser un maximum de pièces par jour, donc par exemple aujourd'hui je dois faire des courses en voiture ou conduire à la salle de sport pendant une heure ou bricoler dans l'atelier sachant que j'ai par exemple 50 pièces par jour à utiliser personnellement et la voiture me coûtera 25 pièces le vélo 15 la réservation d'outils de bricolage 15 il ne me sera pas possible de tout faire ce jour-là",,4,af,4453.0,6348.0
504,"sachant que tout le monde peut utiliser un nombre maximum de pièces par jour, donc par exemple je dois faire des courses en voiture aujourd'hui ou aller à la salle de sport à vélo pendant une heure ou bricoler à l'atelier sachant par exemple que j'ai 50 pièces par jour pour mon usage personnel et la voiture me coûtera 25 pièces le vélo 15 réservation d'outils de bricolage 15 Je ne pourrai pas tout faire ce jour-là",,4,sq,4454.0,6349.0
505,"Sachant que tout le monde utilise le nombre maximum de pièces par jour, par exemple aujourd'hui je dois aller faire des courses pour une voiture ou faire du vélo pendant une heure à la salle de sport ou à l'atelier, par exemple, je sais que j'ai 50 centimes par jour pour mes dépenses personnelles l'usage et la voiture me coûtera 25 centimes, je ne peux rien faire.",,4,am,4455.0,6350.0
506,"Sachant qu'une personne peut utiliser le nombre maximum de pièces par jour, donc par exemple je dois faire du shopping en voiture aujourd'hui ou aller à la salle de sport en vélo pendant une heure ou m'amuser dans l'atelier sachant par exemple que j'ai 50 pièces par jour à utiliser Personnellement, la voiture me coûtera 25 pièces et le vélo 15. Livre Outils de bricolage 15. Il ne me sera pas possible de tout faire ce jour-là.",,4,ar,4456.0,6351.0
507,"sachant que chaque personne peut utiliser un nombre maximum de pièces par jour, donc par exemple je devrais faire des courses en voiture aujourd'hui ou faire du vélo pendant une heure pour aller à la salle de sport ou travailler dans un atelier, sachant par exemple que j'ai 50 pièces par jour pour mon usage personnel utiliser et la voiture me donnera le vélo coûtera 25 pièces 15 réparer les outils de bricolage 15 il ne me sera pas possible de tout faire ce jour-là",,4,hy,4457.0,6352.0
508,"Sachant que chacun peut utiliser un nombre maximum de pièces par jour, par exemple, je devrais faire mes courses aujourd'hui en voiture ou aller à la salle de sport pendant une heure, ou par exemple, je devrais travailler dans un atelier en sachant que j'ai 50 pièces par jour pour usage personnel. une voiture me coûtera 25 centimes un vélo 15 réserver des outils de bricolage 15 il ne me sera pas possible de tout faire ce jour-là",,4,az,4458.0,6353.0
509,"sachant que tout le monde peut utiliser un maximum de pièces par jour, donc par exemple j'ai besoin d'aller faire du shopping en voiture aujourd'hui, ou de faire une heure à vélo jusqu'à la salle de sport, ou de bricoler à l'atelier, sachant par exemple que j'en ai 50 pièces par jour pour un usage personnel et la voiture me coûtera 25 pièces vélo 15 réservation outils de bricolage 15 Je ne pourrai pas tout faire ce jour-là",,4,be,4460.0,6355.0
510,sachez que tout le monde peut utiliser un nombre maximum de pièces par jour donc par exemple je dois faire des courses en voiture aujourd'hui ou aller à la salle de sport en vélo pendant une heure ou bien aller à l'atelier sachant par exemple que j'ai 50 pièces par jour pour mon usage personnel et la voiture me coûte 25 pièces le vélo 15 la réservation des articles de bricolage 15 je ne peux pas tout faire ce jour-là,,4,ceb,4465.0,6360.0
511,"sachant que tout le monde peut dépenser beaucoup d'argent en une journée, par exemple je dois acheter une voiture aujourd'hui ou me rendre à la salle de sport pendant une heure ou aller à une réunion en sachant par exemple que j'ai 50 dollars par jour à dépenser sur moi et la voiture me coûtera 25 dollars vélo 15 réservation kit DIY 15 il m'est impossible de faire quoi que ce soit ce jour là",,4,ny,4466.0,6361.0
512,"sachant que tout le monde peut utiliser un maximum de pièces par jour, donc par exemple je dois faire des courses en voiture aujourd'hui ou aller à la salle de sport en vélo pendant une heure ou bricoler dans l'atelier sachant par exemple que j'ai 50 pièces par jour à utiliser personnellement et la voiture me coûtera 25 pièces le vélo 15 la réservation d'outils de bricolage 15 il ne me sera pas possible de tout faire ce jour-là",,4,co,4468.0,6364.0
513,ben non si ta batterie est morte parce que tu as trop utilisé ok tu as l'air un peu con tu dois bouger le cul pour la recharger quoi,,9,af,4556.0,6454.0
514,ben pas si ta batterie est morte parce que tu as trop bien utilisé tu as l'air un peu con tu dois bouger le cul pour la recharger,,9,sq,4557.0,6455.0
515,Ben non si ta batterie est vide tu as l'air un peu bête parce que tu as tellement bien mangé qu'il faut bouger ton cul pour la recharger.,,9,am,4558.0,6456.0
516,"Ben non, si ta batterie est morte parce que tu en as épuisé beaucoup pour de bon, et que tu as l'air un peu con, tu dois bouger le cul pour la recharger, quoi ?",,9,ar,4559.0,6457.0
517,"ben non, si ta batterie est morte parce que tu l'as trop bien vidée, tu as l'air un peu bête, tu dois bouger le cul pour aller la recharger.",,9,hy,4560.0,6458.0
518,"ben non, si ta batterie est vide parce que tu consommes trop bien, tu as l'air un peu con, tu dois bouger le cul pour la recharger.",,9,az,4561.0,6459.0
519,ben non quand la batterie est morte parce que tu as trop bien utilisé tu as l'air un peu con il faut bouger le cul pour aller la charger quoi,,9,be,4563.0,6461.0
520,ben pas si ta batterie est vide parce que tu es déjà mort tu es cheap et con tu dois bouger le cul pour recharger quoi,,9,ceb,4568.0,6466.0
521,ben non si ta batterie est vide parce que tu as tellement bien mangé tu as l'air d'un imbécile tu dois bouger tes fesses pour recharger,,9,ny,4569.0,6467.0
522,ben non si ta batterie est vide parce que tu as trop consommé ben tu as l'air un peu con tu dois bouger le cul pour aller recharger quoi,,9,co,4571.0,6470.0
523,mais comme ici on est dans l'idéal et on ne pense pas à la faisabilité mais seulement aux idées,,4,af,4658.0,6560.0
524,mais comme ici nous sommes dans l'idéal et nous ne pensons pas à la faisabilité mais seulement aux idées,,4,sq,4659.0,6561.0
525,"Mais ici, nous sommes dans une bonne situation et nous ne pensons pas à la faisabilité, mais seulement aux idées.",,4,am,4660.0,6562.0
526,Mais alors nous sommes ici dans l’idéal et nous ne pensons pas à la faisabilité mais seulement aux idées.,,4,ar,4661.0,6563.0
527,"mais parce que nous sommes ici dans un état idéal et que nous ne pensons pas à la faisabilité, mais simplement aux idées.",,4,hy,4662.0,6564.0
528,mais là on est dans l'idéal et on ne pense pas à la faisabilité mais juste aux idées,,4,az,4663.0,6565.0
529,"mais comment nous voici dans l'idéal, et nous ne pensons pas à la faisabilité, mais seulement aux idées",,4,be,4665.0,6567.0
530,mais comme nous sommes ici avec l'idéal et nous ne pensons pas aux possibilités mais seulement aux idées,,4,ceb,4669.0,6572.0
531,mais comme maintenant nous sommes dans la bonne voie et nous ne pensons pas aux possibilités mais seulement aux idées,,4,ny,4670.0,6573.0
532,non mais je veux dire en fait il faut s'éloigner du principe où on se dit ah putain de prendre une douche ça va être chiant la fosse ben oui bien sur on va pas faire de fosse mais juste sur le principe,,9,af,4747.0,6666.0
533,"non, mais je veux dire, en fait, il faut sortir du principe où on se dit, oh bon sang, on va prendre une douche, ça va être ennuyeux, bon, bien sûr, on aura pas de puits, mais juste en principe",,9,sq,4748.0,6667.0
534,"Non, mais ce que je veux dire, c'est qu'il faut sortir du principe selon lequel on se dit, ah, le puits sera ennuyeux pour prendre une douche Oui, bien sûr, nous n'aurons pas de puits, mais seulement par principe.",,9,am,4749.0,6668.0
535,"Non mais je veux dire en fait il faut s'éloigner du principe où on se dit oh putain la douche, le puits va être chiant oui bien sur on aura pas de puits mais juste selon le principe",,9,ar,4750.0,6669.0
536,"non mais je veux dire, il faut effectivement sortir du principe selon lequel on se dit, bon, prendre une putain de douche, un puits, ce serait ennuyeux, oui, bien sûr, on n'aura pas de puits, mais juste en principe.",,9,hy,4751.0,6670.0
537,non mais en fait il faut que je m'éloigne du principe on se dit oh putain la douche ça va être chiant ben oui on aura pas de puits mais juste par principe,,9,az,4752.0,6671.0
538,"non mais je veux dire en fait il faut s'éloigner du principe, si on se dit, bon sang, prendre une douche, ça va être chiant ben ben oui bien sûr on n'aura pas de puits, mais seulement dans principe",,9,be,4754.0,6673.0
539,"non mais ce que je veux dire c'est qu'il faut s'éloigner du principe selon lequel on se dit ah putain, se baigner dans le puits c'est chiant, oui bien sur on ne se baigne pas dans le puits mais seulement par principe.",,9,ceb,4759.0,6678.0
540,"Non, mais je veux dire qu'il faut sortir du point où on se dit, oh putain, quand on ira se baigner, on va forer un puits.",,9,ny,4760.0,6679.0
541,non mais je veux dire en fait il faut s'éloigner du début où on se dit oh putain prendre une douche ça va être chiant le puits ben oui bien sûr on a pas de puits mais seulement au début,,9,co,4762.0,6682.0
542,bien sûr non mais le principe d'une facture commune c'est comme si on allait au restaurant on paye moitié-moitié sur l'addition mais je mange deux fois plus que toi,,10,af,4850.0,6772.0
543,"bien sûr que non, mais le principe d'avoir une facture commune, c'est comme si on allait au restaurant, on payait moitié-moitié, mais je mange deux fois plus que toi",,10,sq,4851.0,6773.0
544,"Bien sûr que non, mais la règle générale est que si nous allons au restaurant, nous payons la moitié et demie de l'addition, mais je mange deux fois plus que vous.",,10,am,4852.0,6774.0
545,"Bien sûr que non, mais le principe d'avoir une facture partagée c'est que si on va au restaurant, on paie la moitié de la note et la moitié mais je mange deux fois plus que toi.",,10,ar,4853.0,6775.0
546,"Bien sûr que non, mais le principe d'avoir une facture commune, c'est comme si on allait au restaurant, on paie la note moitié-moitié, mais je mange deux fois plus que toi.",,10,hy,4854.0,6776.0
547,bien sur que non mais le principe d'avoir un compte joint c'est que si on va au restaurant on paie la moitié de l'addition mais je mange deux fois plus que toi,,10,az,4855.0,6777.0
548,"bien sûr que non, mais le principe de l'addition commune, c'est comme quand on va au restaurant, on paie la moitié de l'addition, mais je mange deux fois plus que toi",,10,be,4857.0,6779.0
549,Bien sur que non mais le principe d'avoir une facture commune c'est comme quand on va au restaurant on paie moitié-moitié l'addition mais je mange deux fois plus que toi.,,10,ceb,4862.0,6784.0
550,"bien sûr que non, mais l'intérêt d'avoir une facture commune est que si nous allons au restaurant, nous payons moitié-moitié sur la facture mais je mange deux fois plus que vous.",,10,ny,4863.0,6785.0
551,bien sur que non mais le principe d'avoir une facture commune c'est comme si on allait au restaurant on paye moitié-moitié la note mais je mange deux fois plus que toi,,10,co,4865.0,6788.0
552,"eh bien, le problème est qu'il y a certaines choses qui les mettront dans les avantages et d'autres dans les inconvénients",,1,af,4946.0,6878.0
553,"eh bien, le problème est qu'il y a certaines choses que certains mettraient dans la catégorie des avantages et d'autres dans celles des inconvénients.",,1,sq,4947.0,6879.0
554,Mais le problème est qu’il y a certaines choses dont certains sont à l’avantage et d’autres à l’avantage.,,1,am,4948.0,6880.0
555,"Eh bien, le problème est qu'il y a certaines choses que certaines personnes pourraient considérer comme positives et d'autres comme négatives.",,1,ar,4949.0,6881.0
556,la bonne nouvelle c'est qu'il y a certaines choses que certains vont opposer et d'autres contre,,1,hy,4950.0,6882.0
557,le problème est qu'il y a certaines choses que certaines personnes considèrent comme positives et d'autres négatives,,1,az,4951.0,6883.0
558,"bon, le problème c'est qu'il y a certaines choses, certains les mettraient en pour et d'autres en contre",,1,be,4953.0,6885.0
559,bon le problème c'est qu'il y a certaines choses que certains mettront dans le pour et d'autres dans le contre,,1,ceb,4958.0,6890.0
560,"eh bien, le problème c'est qu'il y a certaines choses qui peuvent les mettre en bien et d'autres en mal",,1,ny,4959.0,6891.0
561,oui la première année ça ne sera pas rentable tout de suite mais ça le sera sur le long terme,,17,af,5041.0,6984.0
562,"oui la première année ça ne sera pas rentable tout de suite, mais ça le sera sur le long terme",,17,sq,5042.0,6985.0
563,"Oui, la première année ne sera pas rentable immédiatement, mais elle le sera sur le long terme",,17,am,5043.0,6986.0
564,"Oui, la première année, ce ne sera pas rentable immédiatement, mais ce sera rentable à long terme",,17,ar,5044.0,6987.0
565,"oui, la première année ne sera pas immédiatement rentable, mais à long terme",,17,hy,5045.0,6988.0
566,"oui, ce ne sera pas rentable tout de suite la première année, mais ce sera sur le long terme",,17,be,5047.0,6991.0
567,oui la première année ce ne sera pas rentable immédiatement mais ça le sera sur le long terme,,17,ceb,5051.0,6996.0
568,"Oui, la première année ne sera pas rentable immédiatement mais elle le sera sur le long terme",,17,ny,5052.0,6997.0
