,PAROLES,Dimension Dialogique,Domaine,Langue
739,"Parce qu'à la fin je l'ai fait, mais je ne sais pas où je l'ai fait, c'est quelque chose que je pensais, c'est que le quartier ressemble un peu plus à une sorte de grande famille élargie et à partir de ce moment-là, il y a des gens qui possèdent des choses ah c'est la question du coût qu'est ce à dire ah j'ai une perceuse à la maison je ne m'en sers pas donc j'ai un coût d'opportunité au final je me dis y'a deux choses je peux me dire je ne l'utilise pas tu en as besoin, je te le prête, je ne le laisse pas et la deuxième chose c'est que je ne l'utilise pas, je peux gagner de l'argent, il y a deux mentalités différentes, alors je te le prête, je n'en ai pas besoin. Je m'en fiche si je l'utilise ou si je vous le loue car je préfère gagner de l'argent et c'est moi qui l'ai acheté et",2,3,yi
740,parce que finalement j'ai mis ça mais ensuite je ne sais pas où je l'ai mis euh c'est quelque chose à quoi je pense c'est que le quartier est un peu comme une grande grande famille et à partir du moment où tu as des gens qui ont le leur. les choses euh c'est une question de coût il faut dire euh j'ai de la pratique à la maison je ne l'utilise pas donc j'ai un avantage prix au final je me dis deux choses que je peux me dire je ne l'utilise pas. tu en as besoin je te le prête je m'en fiche et la deuxième chose c'est que je ne l'utilise pas je peux obtenir de l'argent c'est deux choses différentes donc je te le prête je m'en fiche je ne l'utilise pas ou Je te le prête parce que je veux danser. Ça coûte de l'argent et c'est moi qui l'ai acheté.,2,3,yo
741,"parce qu'au final j'ai mis ça mais je ne sais pas où je l'ai mis euh c'est quelque chose je pensais que mon logement est un peu plus qu'un type de grande famille et depuis maintenant tu as des gens qui en sont propriétaires. des choses, euh, la question du coût, ce qui fait que j'ai une perceuse chez moi, je ne m'en sers pas, donc j'ai la possibilité de coûter. Enfin, je me dis qu'il y a deux choses que je peux dire. ne pas utiliser. tu en as besoin, je te le prête, je m'en fiche et la deuxième fois je ne l'utilise pas, je pourrais avoir de l'argent, c'est deux mentalités différentes, donc c'est ce que je te prête, je n'en ai pas besoin Je m'en fiche si je l'utilise ou si je vous le loue car je préfère gagner de l'argent et c'est moi qui l'ai acheté",2,3,zu
742,"un ami tu ne vas pas le demander mais une personne que tu ne connais pas oui et à ce moment là c'est là que la notion de quartier vient au premier plan, c'est à dire c'est la notion de quartier donc tu empruntes des choses que tu n'as pas ne les embauchez pas alors ça ne marchera pas pour tout le monde parce que forcément il y a des gens qui ont besoin d'une incitation monétaire et qui diront ok attends euh",2,17,af
743,"un ami que vous ne facturerez pas, mais une personne que vous ne connaissez pas oui, et à ce moment-là la notion de quartier apparaît, c'est-à-dire que c'est la notion de quartier qui vous prête les choses que vous faites. Ne les louez pas alors ça ne marchera pas pour tout le monde car inévitablement il y a des gens qui ont besoin d'une incitation monétaire et qui diront eh bien attendez euh",2,17,sq
744,"Mon ami, tu ne le factures pas, mais un étranger, oui, et c'est là que la mentalité de quartier prend le dessus, c'est-à-dire que c'est une mentalité de quartier, donc tu ne les prêtes pas et ne les loues pas, alors ce n'est pas le cas. Cela ne fonctionne pas pour tout le monde, car il y aura forcément des gens qui voudront des incitations financières, et bien, attendez.",2,17,am
745,"Un ami pour qui on ne sera pas payé mais quelqu'un qu'on ne connaît pas ouais, et à ce moment-là la notion de quartier vient au premier plan, ça veut dire que c'est la notion de quartier donc tu prêtes des choses dont tu ne veux pas. les louer, ça ne marchera pas pour tout le monde car forcément il y a des gens qui ont besoin d'une incitation financière et ils diront ok attends oui",2,17,ar
746,"un ami pour qui vous ne demanderez pas d'argent, mais une personne que vous ne connaissez pas, oui, et c'est là que la notion de quartier apparaît, donc c'est la notion de quartier, donc vous prêtez ce que vous faites. Ne les embauchez pas, cela ne fonctionnera pas pour tout le monde car inévitablement il y aura des gens qui auront besoin d'une incitation monétaire et qui diront, eh bien, attendez",2,17,hy
747,"vous ne facturerez pas cela à un ami, mais à un étranger oui, et à ce moment-là, la notion de voisinage vient au premier plan, c'est-à-dire la notion de voisinage, alors vous vous prêtez des choses. Ne les louez pas, cela ne fonctionnera pas pour tout le monde car inévitablement, il y a des gens qui ont besoin d'une incitation monétaire et qui disent d'attendre.",2,17,az
748,"un ami tu ne factureras pas mais une personne que tu ne connais pas et à ce moment précis la notion de quartier ressort, qui est la notion de quartier, tu empruntes des choses que tu n'as pas, tu ne loues pas alors ça ne fonctionnera pas pour tout le monde, car il y a inévitablement des gens qui ont besoin d'incitations financières et qui attendent ce qu'il dit.",2,17,eu
749,"un ami que tu ne vas pas facturer, mais une personne que tu ne connais pas l'est, et c'est là que le concept de quartier apparaît, c'est le concept de quartier, donc tu empruntes ce que tu n'as pas Don Si je ne leur prends pas de loyer, cela ne fonctionnera pas pour tout le monde car inévitablement, il y a des gens qui ont besoin d'incitations en espèces et qui diront oh attends.",2,17,be
750,"Un ami tu ne vas pas le facturer mais une personne que tu ne connais pas oui et c'est à ce moment là qu'intervient l'idée de voisin, c'est à dire que c'est l'idée de voisin donc ce qu'on ne leur prête pas ne les louez pas alors ça ne marchera pas pour tout le monde car il y a forcément des gens qui ont besoin d'incitations financières et ceux qui disent attendre",2,17,bn
751,"un ami, vous ne le facturerez pas, mais une personne que vous ne connaissez pas, même à ce moment-là, la notion de quartier entre en jeu, c'est-à-dire que c'est la notion de quartier, donc vous empruntez des choses que vous donnez, ne pas les louer, alors ça marchera pas pour tout le monde parce que forcément il y a des gens qui ont besoin d'une incitation financière et qui diront alors attends euh",2,17,bs
752,"un ami que tu ne vas pas accuser, mais une personne que tu ne connais pas, oui, et à ce stade, c'est là que l'idée de quartier apparaît, c'est-à-dire que c'est l'idée de quartier, donc tu prêtes des choses que tu n'as pas, tu ne les embauches pas, alors ça ne marchera pas pour tout le monde car inévitablement il y a des gens qui ont besoin d'une incitation financière et qui diront eh bien attends",2,17,bg
753,"un ami tu ne vas pas être payé pour ça, mais une personne que tu ne connais pas oui et à ce moment-là c'est là que la notion de quartier vient au premier plan, c'est-à-dire que c'est la notion de quartier parce que tu prêtes des choses qui tu ne les loues pas, donc ça ne marchera pas pour tout le monde car forcément il y a des gens qui ont besoin d'incitations monétaires et qui diront ok attends euh",2,17,ca
754,"un ami tu ne payes pas mais quelqu'un que tu ne connais pas oui et à ce moment-là où l'idée du quartier surgit, autrement dit c'est l'idée du quartier donc tu prêtes les choses que tu donnes. Ne les louez pas alors ça ne marchera pas pour tout le monde car forcément il y aura des gens qui auront besoin d'une incitation monétaire et qui diront eh bien attendez euh",2,17,ceb
755,"Vous ne le chargerez pas, mais quelqu'un que vous ne connaissez pas, oui, et c'est là que l'idée de voisins apparaît, c'est l'idée de voisins, donc vous empruntez des choses que vous n'avez pas faites. Ne les empruntez pas, cela ne fonctionnera pour personne car il y a des gens qui ont besoin d'argent de relance et ils diront d'attendre, euh.",2,17,ny
756,"Un ami que vous ne facturerez pas, mais une personne que vous ne connaissez pas, oui, à ce moment-là, la notion de quartier vient au premier plan, c'est-à-dire que c'est la notion de quartier, donc vous prêtez quelque chose que vous ne savez pas si non les louer alors ce n'est pas pour tout le monde car forcément quelqu'un a besoin d'une incitation monétaire et il va dire ok attends",2,17,zh-cn
757,"Un ami que vous ne facturerez pas, mais une personne que vous ne connaissez pas, oui, à ce moment-là, la notion de quartier vient au premier plan, c'est-à-dire que c'est la notion de quartier, donc vous prêtez quelque chose que vous ne savez pas si non les louer alors ce n'est pas pour tout le monde car forcément quelqu'un a besoin d'une incitation monétaire et il va dire ok attends",2,17,zh-tw
758,"un ami que tu ne factureras pas mais une personne que tu ne connais pas oui et c'est à ce moment là que la notion de quartier entre en scène, c'est à dire que c'est la notion de quartier pour que tu empruntes les choses que tu n'ai pas . ne les louez pas alors ça ne marchera pas pour tout le monde car inévitablement il y a des gens qui ont besoin d'une incitation monétaire et qui diront eh bien attendez euh",2,17,co
759,"un ami que tu ne factureras pas, mais une personne que tu ne connais pas, c'est là que la notion de quartier entre en jeu, c'est-à-dire la notion de quartier, donc tu empruntes des choses que tu ne loues pas, alors ça le fera. ça marche pas pour tout le monde car forcément il y a des gens qui ont besoin d'une incitation financière et qui disent ok attends euh",2,17,hr
760,"un ami, vous ne le facturerez pas, mais une personne que vous ne connaissez pas, oui, et c'est là que la notion de quartier apparaît, c'est-à-dire que c'est une notion de quartier, donc vous louez des choses que vous à ne pas faire Si tu ne les loues pas, ça ne marchera pas pour tout le monde car forcément il y a des gens qui ont besoin d'une incitation financière et qui disent bon attends euh",2,17,cs
761,"un ami, tu ne veux pas payer pour cela mais une personne que tu ne connais pas oui et à ce moment-là, c'est là que la notion de quartier apparaît, c'est-à-dire que c'est la notion de quartier donc tu empruntes des choses que tu n'as pas. Je n'ai pas. si tu ne les loues pas alors ça ne marche pas pour tout le monde car forcément il y a des gens qui ont besoin d'argent et qui diront ben attends euh",2,17,da
762,"un ami, tu ne vas pas le faire payer, mais une personne que tu ne connais pas, ouais et à ce moment-là, l'idée de quartier surgit, c'est-à-dire que c'est l'idée de quartier, donc tu empruntes des choses que vous ne louez pas, alors ça ne marchera pas pour tout le monde parce qu'il y aura inévitablement des gens qui auront besoin d'une incitation financière et ils diront, eh bien, attendez, euh",2,17,nl
763,"un ami tu ne vas pas te le faire payer mais une personne que tu ne connais pas oui et à ce moment là c'est là que la notion de quartier vient au premier plan, c'est à dire c'est la notion de quartier donc tu prêtes des choses qu'on ne donne pas ne les loue pas alors ça ne marchera pas pour tout le monde car forcément il y a des gens qui ont besoin d'incitation monétaire et qui diront ben attends euh",2,17,en
764,"un ami tu ne paieras pas pour ça, mais une personne que tu ne connais pas oui et à ce moment-là, c'est là qu'apparaît la notion de quartier, c'est-à-dire que c'est la notion de quartier, donc tu prêtes des choses que tu ne donnes pas je ne l'ai pas fait. ne les louez pas alors ça ne marchera pas pour tout le monde car forcément il y a des gens qui ont besoin d'une incitation monétaire et qui diront ok attends euh",2,17,eo
765,"un ami tu ne vas pas le facturer, mais une personne que tu ne connais pas oui, et à ce moment-là la notion de quartier vient au premier plan, ça veut dire la notion de quartier, donc tu empruntes des choses que tu n'as pas. t. ne les louez pas, cela ne fonctionnera pas pour tout le monde car inévitablement, il y aura des gens qui auront besoin d'une incitation financière et diront d'attendre",2,17,et
766,"un ami qu'on ne facture pas mais quelqu'un qu'on ne connaît pas oui et à ce moment-là c'est là que la notion de quartier arrive en premier, c'est-à-dire que c'est la notion de quartier donc tu prêtes des choses qu'on ne donne pas. Si je ne les loue pas, cela ne fonctionnera pas pour tout le monde car inévitablement, il y aura des gens qui auront besoin d'une incitation monétaire et qui diront eh bien, attendez, euh",2,17,tl
767,"un ami que tu ne vas pas facturer, mais une personne que tu ne connais pas, et c'est là que la notion de quartier entre en jeu, donc c'est une notion de quartier, donc tu empruntes des choses que tu ne les loues pas , et cela ne fonctionne pas pour tout le monde, car inévitablement, il y a des gens qui ont besoin d'une incitation monétaire et qui disent d'attendre.",2,17,fi
768,"un ami sur qui on ne compte pas mais une personne qu'on ne connaît pas oui et à ce moment là la notion de quartier vient au premier plan, c'est à dire c'est la notion de quartier donc tu empruntes des choses que tu fais ils ne louent pas , alors ça ne marchera pas pour tout le monde parce que forcément il y a des gens qui ont besoin d'incitations monétaires et qui disent ben attends hein",2,17,fy
769,"un ami tu ne vas pas le faire payer mais une personne que tu ne connais pas oui et c'est à ce moment-là que la notion de quartier vient au premier plan, c'est-à-dire que c'est la notion de quartier donc tu prêtes des choses que tu ne fais pas. Ne les louez pas, alors ça ne marchera pas pour tout le monde car forcément il y a des gens qui ont besoin d'une incitation monétaire et qui diront ben attendez hein",2,17,gl
770,"Un ami qui ne te paiera pas, mais une personne que tu ne connais pas, oui, et à ce moment-là, la notion de bon voisinage apparaît ici, donc c'est la notion de bon voisinage, donc tu empruntes ce que tu' je fais. N'embauchez pas, alors cela ne fonctionnera pas pour tout le monde car il y aura forcément des gens qui auront besoin d'une incitation financière et qui diront d'attendre",2,17,ka
771,"un ami à qui vous ne le facturerez pas, mais une personne que vous ne connaissez pas, oui, et à ce moment-là, la notion de quartier vient au premier plan, c'est-à-dire que c'est la notion de quartier, donc vous prêtez des choses, que vous attirez. Si vous ne les embauchez pas, cela ne fonctionnera pas pour tout le monde, car inévitablement, il y aura des gens qui auront besoin d'un incitatif financier et qui diront : « Eh bien, attendez une minute ».",2,17,de
772,un ami tu ne vas pas le facturer mais une personne que tu ne connais pas ouais et à ce moment là c'est là que la notion de quartier entre en jeu c'est la notion de quartier donc tu prêtes des choses que tu fais Ne les loue pas alors ça ne marchera pas pour tout le monde car forcément il y a des gens qui ont besoin d'une incitation monétaire et qui diront ben attends hein,2,17,el
773,"Un ami tu ne vas pas le faire payer mais une personne que tu ne connais pas oui et à ce moment là la notion de voisin arrive, c'est la notion de voisin donc ne loue pas des choses qu'on ne prête pas ça marchera pour tout le monde Non parce que forcément il y a des gens qui ont besoin d'un coup de pouce financier et qui diront attendre euh",2,17,gu
774,"un ami tu ne paieras pas pour lui mais quelqu'un que tu ne connais pas oui et à ce moment-là c'est là que la notion de quartier vient en premier, ça veut dire que c'est la notion de quartier donc tu empruntes ce que tu donnes. ne les louez pas alors ça ne marchera pas pour tout le monde car inévitablement il y aura des gens qui auront besoin d'incitations monétaires et diront eh bien attendez euh",2,17,ht
775,"Un ami que vous ne facturez pas mais que vous ne connaissez pas, oui, et à ce moment-là surgit l'idée du quartier, c'est-à-dire l'idée du quartier, alors vous donnez votre prêt. 'ne les embauche pas alors ça ne marchera pour personne parce qu'inévitablement il y aura des gens qui auront besoin d'un soutien financier et ils diront eh bien attends euh",2,17,ha
776,"un ami tu ne payes pas pour ça mais une personne que tu ne connais pas oui et à ce moment-là il y a un sentiment de communauté devant, c'est le sens de la communauté donc tu donnes ce que tu as à donner. Ne les embauchez pas et cela ne fonctionnera pas pour tout le monde parce que les gens n'aiment pas les incitations financières et disent qu'il vaut mieux attendre.",2,17,haw
777,"Un ami, vous n'avez pas l'intention de le faire payer, mais une personne que vous ne connaissez pas le fait, et à ce moment-là, la notion de quartier entre en jeu, c'est-à-dire que c'est la notion de quartier, donc vous accompagne les choses que tu fais, ne les loue pas, donc ça ne marchera pas pour tout le monde, car forcément il y a des gens qui ont besoin d'une incitation financière et qui diront, eh bien, attends Ah",2,17,iw
778,"Un ami, vous n'avez pas l'intention de le faire payer, mais une personne que vous ne connaissez pas le fait, et à ce moment-là, la notion de quartier entre en jeu, c'est-à-dire que c'est la notion de quartier, donc vous accompagne les choses que tu fais, ne les loue pas, donc ça ne marchera pas pour tout le monde, car forcément il y a des gens qui ont besoin d'une incitation financière et qui diront, eh bien, attends Ah",2,17,he
779,"Un ami à qui tu ne vas pas faire payer, mais une personne que tu ne connais pas, oui et à ce moment-là entre en jeu la notion de quartier, c'est-à-dire, c'est une notion de quartier pour que tu puisses faire ces choses-là prêtez à ce que vous ne prêtez pas si vous ne leur louez pas, cela ne fonctionnera pas pour tout le monde car inévitablement, il y a des gens qui ont besoin de mesures de relance monétaire et qui vous disent : eh bien, attendez, euh.",2,17,hi
780,"l'ami que tu ne vas pas payer mais la personne que tu ne connais pas l'est et à ce moment-là vient l'opinion de la communauté, c'est-à-dire que c'est l'opinion de la communauté de te laisser emprunter ce que tu fais. 'ne les loue pas alors ça ne marchera pas pour tout le monde car forcément il y a des gens qui ont besoin d'un soutien financier et qui diront ben attends euh",2,17,hmn
781,"un ami tu ne paieras pas pour ça, mais une personne que tu ne connais pas, oui, et c'est là que la notion de quartier entre en jeu, c'est la notion de quartier, donc tu prêtes des choses, tu ne les loues pas, alors ça cela ne fonctionnera pas pour tout le monde, car inévitablement, il y a des gens qui ont besoin d’une incitation financière et qui disent : eh bien, attendons.",2,17,hu
782,un ami tu ne vas pas te le faire payer mais une personne que tu ne connais pas oui et à ce moment là la notion de quartier apparaît c'est à dire c'est la notion de quartier donc tu prêtes des choses que tu ne loues pas alors ça ne marchera pas pour tout le monde car forcément il y a des gens qui ont besoin d'incitations monétaires et qui diront ben attends euh,2,17,is
783,"un ami tu ne paieras pas pour ça mais quelqu'un que tu ne connais pas oui et c'est à ce moment-là que surgit l'idée du quartier, c'est-à-dire que c'est l'idée du quartier à laquelle tu prêtes ce que tu donnes. 'les louer alors ça ne marchera pour personne car il ne fait aucun doute qu'il y a des gens qui ont besoin d'un soutien financier et qui diront eh bien attends euh.",2,17,ig
784,"un ami que tu ne paierais pas pour ça mais quelqu'un que tu ne connais pas ouais et c'est là que l'idée de l'environnement vient au premier plan, c'est-à-dire que c'est l'idée de l'environnement que tu prêtes des choses que tu ne fais pas. Je ne prête pas. si vous ne le louez pas, cela ne fonctionnera pas pour tout le monde car il y a certainement des gens qui ont besoin d'une incitation financière et qui diront ok, attendez, euh",2,17,id
785,"un ami que tu ne vas pas facturer mais quelqu'un que tu ne connais pas oui et à ce moment-là la notion de quartier vient au premier plan, c'est-à-dire que c'est la notion de quartier pour que tu te prêtes des choses. 'Ne les louez pas, alors ça ne marchera pas pour tout le monde parce qu'il y a inévitablement des gens qui veulent une incitation en espèces et qui diront eh bien, attendez euh",2,17,ga
786,"un ami que vous ne facturerez pas mais une personne que vous ne connaissez pas le fera et c'est là qu'émerge le concept de quartier, c'est-à-dire que c'est le concept de quartier donc vous prêtez des choses que vous ne donnez pas si vous ne louez pas eux alors ça ne marchera pas pour tout le monde parce que forcément il y a des gens qui ont besoin d'incitations monétaires et qui diront ben attends euh",2,17,it
787,"Si c'est un ami, je ne vais pas vous facturer de frais, mais c'est quelqu'un que vous ne connaissez pas, oui, et à ce moment-là la notion de quartier vient au premier plan, alors vous prêtez ce que vous n'avez pas parce que c'est le concept de quartier. Ne pas louer ne fonctionnera pour personne. Parce qu'il y aura toujours quelqu'un qui aura besoin d'un incitatif financier et qui dira : eh bien, attendez.",2,17,ja
788,"tes amis ne factureront pas mais les gens qui ne savent pas oui et à ce moment-là c'est l'idée du quartier, ça veut dire que c'est l'idée de l'environnement donc tu prêtes les choses que tu donnes. N'embauchez pas, cela ne fonctionnera pas pour tout le monde car il y aura toujours des gens qui auront besoin d'incitations monétaires et qui diront attendez, euh",2,17,jw
789,"Tu ne vas pas faire payer mais quelqu'un que tu ne connais pas ouais et à ce moment-là l'idée de quartier vient au premier plan, je veux dire c'est l'idée de quartier donc tu prêtes des choses que tu ne fais pas les louer alors ça ne marche pas pour tout le monde parce qu'inévitablement il y a des gens qui ont besoin d'incitations monétaires et qui disent bon attends euh",2,17,kn
790,"un ami, tu n'es pas payé pour ça, mais quelqu'un que tu ne connais pas, oui, et à ce moment-là la notion de quartier apparaît, ce qui veut dire que c'est une notion de quartier, donc tu te prêtes. Ne les louez pas, cela ne fonctionnera pas pour tout le monde, car il y a certainement des gens qui ont besoin d'une incitation monétaire et qui diront d'attendre bien.",2,17,kk
791,"Un ami vous ne le facturerez pas, mais quelqu'un que vous ne connaissez pas oui et non, et c'est là que la notion de quartier vient en premier, ça veut dire que c'est la notion de voisins, alors qu'est-ce que vous prêtez que vous faites ? . Ne les embauchez pas, ça ne marchera pas pour tout le monde, car forcément il y a des gens qui ont besoin d'incitations monétaires et qui diraient bien attendez euh",2,17,km
792,"Pas un ami mais un étranger pour vous accuser. Oui, à ce moment-là, la notion de voisin apparaît au premier plan. Si vous ne louez pas, cela ne fonctionnera pas pour tout le monde. Parce qu’inévitablement, il y aura des gens qui auront besoin d’incitations financières et il y aura des gens qui vous diront d’attendre.",2,17,ko
793,"un ami pour lequel tu ne paieras pas mais quelqu'un que tu ne connais pas oui et c'est là que la notion de voisinage entre en jeu, c'est la notion de voisinage donc tu empruntes ce que tu fais. Ne les embauchez pas alors ça ne marchera pas pour tout le monde car bien sûr il y a des gens qui ont besoin d'une incitation financière et qui diront ok attends euh",2,17,ku
794,"pour un ami, tu ne paies pas, mais pour quelqu'un que tu ne connais pas, oui, et à ce moment-là, la notion de quartier vient au premier plan, c'est-à-dire que c'est la notion de quartier, donc tu prêtes des choses que tu donnes ""Ne les louez pas, alors ce n'est pas adapté à tout le monde, car c'est forcément une incitation monétaire. Il y a des gens dans le besoin, et ils ont besoin de bons soins.""",2,17,ky
795,"Un ami tu ne le factureras pas mais quelqu'un que tu ne connais pas c'est oui et à ce moment-là l'idée du village vient au premier plan, ça veut dire que c'est l'idée du village donc tu prêtes ce que tu fais . «Ne les louez pas, ça ne marchera pas pour tout le monde parce qu'il y a forcément des gens qui ont besoin d'incitations financières et qui diront bon attendez euh.»",2,17,lo
796,"Vous n'allez pas reprocher ça à un ami mais à une personne que vous ne connaissez pas et c'est à ce moment-là qu'intervient l'idée de quartier, c'est l'idée de quartier pour porter les choses que vous avez. c'est pas cassé alors ça ne marchera pas pour tout le monde car forcément il y a ceux qui ont besoin d'un stimulus financier et ceux qui disent bon attends euh",2,17,la
797,"un ami, vous ne le facturerez pas, mais une personne que vous ne connaissez pas, oui, et à ce moment-là, la notion de quartier vient au premier plan, qui est la notion de quartier, donc vous prêtez des choses que vous ne prêtez pas. Je ne prends pas. ne les louez pas, cela ne fonctionnera pas pour tout le monde car inévitablement, il y aura des gens qui auront besoin d'une incitation en espèces et diront d'attendre.",2,17,lv
798,"un ami, vous n'allez pas le facturer, mais quelqu'un que vous ne connaissez pas, et c'est là qu'intervient le concept de quartier, c'est un concept de quartier, donc vous prêtez des choses, ne les louez pas, alors ça ne va pas ça marche pour tout le monde car forcément il y a des gens qui ont besoin d’une incitation monétaire et qui diront ok, attends.",2,17,lt
799,"un ami, tu n'as pas à payer pour ça, mais une personne que tu ne connais pas et qui à ce moment-là connaît le terme d'urgence jusqu'en haut, ce qui veut dire que c'est le terme du quartier, donc tu empruntes des choses que tu connais, tu les loues , alors ça ne marche pas pour tout le monde parce que forcément il y a des gens qui ont besoin d'incitations monétaires et ils disent bon attends euh",2,17,lb
800,"un ami que vous ne facturerez pas, mais une personne que vous ne connaissez pas, et à ce moment-là le terme quartier apparaît, c'est-à-dire c'est le terme quartier, donc vous empruntez les choses que vous faites. Ne les louez pas alors ça ne marchera pas pour tout le monde car forcément il y a des gens qui ont besoin d'une incitation monétaire et qui diront eh bien attendez euh",2,17,mk
801,"un ami qui ne paiera pas, mais quelqu'un que vous ne connaissez pas, et c'est là que l'avis du quartier sort, c'est-à-dire l'avis du quartier et vous prête quelque chose. Ne les louez pas, cela ne fonctionnera pas pour tout le monde car inévitablement il y aura des gens qui auront besoin d'incitations financières et diront attendez euh",2,17,mg
802,"des amis tu ne factureras pas ça mais des gens que tu ne connais pas oui et c'est là que la notion de quartier entre en jeu, c'est la notion de quartier donc tu prêtes des choses tu ne les loues pas alors ça ne marchera pas pour tout le monde parce qu'il y a certainement des gens qui ont besoin d'incitations financières et qui diront eh bien, attendez euh",2,17,ms
803,"Tu ne vas pas facturer ça à un ami, mais une personne que tu ne connais pas, ouais, c'est là que le concept de quartier apparaît, je veux dire, c'est le concept de quartier, donc ce que tu fais, c'est prêter, ne le fais pas. Je ne les loue pas, et cela ne fonctionnera pas pour tout le monde, car inévitablement, il y a des gens qui ont besoin d'incitations financières et qui disent : attendez.",2,17,ml
804,"un ami qui ne le fera pas payer mais une personne qui ne sait pas oui et c'est à ce moment-là que la notion de quartier vient au premier plan, c'est-à-dire que c'est la notion de quartier pour prêter les choses que vous faire. ne les embauchez pas alors ça ne marchera pas pour tout le monde car forcément il y a des gens qui ont besoin d'une incitation monétaire et qui disent bon attendez euh",2,17,mt
805,"un ami tu ne payes pas pour ça mais quelqu'un que tu ne connais pas oui et puis il y a un sentiment d'être proche, c'est le sentiment d'être proche donc tu donnes de l'argent 'Ne loue pas et n'ai pas d'avantages pour tout le monde parce que sans doute quelqu'un qui veut une incitation financière me dira d'attendre euh",2,17,mi
806,"Un ami que tu ne factureras pas mais une personne que tu ne connais pas, oui et à ce moment-là surgit l'idée de quartier, c'est-à-dire que c'est une idée de quartier donc tu prêtes ce que tu ne donnes pas. Ne les embauchez pas, cela ne fonctionnera pas pour tout le monde car inévitablement, il y a des gens qui ont besoin d'incitations financières et qui diront bien arrêtez.",2,17,mr
807,"vous ne payez pas un ami, mais un étranger le fait, et à ce moment-là apparaît la notion de voisin, c'est-à-dire que c'est la notion de voisin, donc vous empruntez ce que vous donnez. Louez-le et ce ne sera pas pour tout le monde car il y a des gens qui ont besoin d'incitations financières et qui diront d'attendre.",2,17,mn
808,"Un ami ne facture pas, mais une personne qu'on ne connaît pas, l'idée de quartier vient au premier plan ; C'est le concept du quartier, pour ainsi dire, et il se prête à ce que vous faites. ""Si vous ne les embauchez pas, cela ne fonctionnera pas pour tout le monde car inévitablement, il y aura des gens qui ont besoin d'incitations financières et qui disent d'attendre"", a-t-il déclaré.",2,17,my
809,"Un ami va vous le facturer mais une personne que vous ne connaissez pas l'est et au moment où la perception du quartier vient au premier plan, c'est la perception du quartier qui dit ça alors vous prêtez vos affaires. Ne les embauchez pas alors ça ne marchera pas pour tout le monde car forcément il y a des gens qui ont besoin d'une incitation monétaire et qui disent bon euh attendez",2,17,ne
810,"un ami tu ne vas pas le facturer, mais une personne que tu ne connais pas oui et à ce moment-là c'est là qu'intervient la notion de quartier, c'est-à-dire que c'est la notion de quartier, donc tu prêtes des choses que tu ne fais pas on s'en lasse pas, alors ça ne marchera pas pour tout le monde parce que forcément il y aura des gens qui auront besoin d'une incitation monétaire et diront bon attends hein",2,17,no
811,"Un ami que tu ne vas pas facturer mais une personne que tu ne connais pas oui et à ce moment-là où surgit l'idée de voisin, ça veut dire que c'est l'idée de voisin alors prête ce que tu donnes. Ne les louez pas, cela ne fonctionnera pas pour tout le monde car bien sûr, il y a des gens qui ont besoin d'une incitation monétaire et qui diront qu'il vaut mieux attendre.",2,17,or
812,"Un ami pour lequel on ne paie pas mais quelqu'un qu'on ne connaît pas oui et c'est là que la notion de bon voisinage apparaît, c'est la notion de voisin donc tu dois des choses que tu ne dois pas. Ne les embauchez pas car cela ne fonctionnera pas pour tout le monde car il y aura certainement des gens qui auront besoin d'une incitation monétaire et qui diront d'attendre.",2,17,ps
813,"Un ami pour lequel tu ne vas pas payer, mais quelqu'un que tu ne connais pas, oui, et c'est là qu'intervient la notion de quartier, on dit que c'est une notion de quartier, donc tu prêtes ce que tu fais. Ne les louez pas, cela ne fonctionnera pas pour tout le monde, car inévitablement, il y aura des gens qui auront besoin d'une incitation financière et diront : eh bien, attendez.",2,17,fa
814,"un ami à qui vous ne le facturerez pas, mais une personne que vous ne connaissez pas, oui, et à ce stade, la notion de quartier vient au premier plan, c'est-à-dire que c'est la notion de quartier, donc vous empruntez des choses que tu n'as pas, ne les loue pas, ça ne marchera pas pour tout le monde parce que forcément il y a des gens qui ont besoin d'une incitation monétaire et qui diront bien, attends, euh",2,17,pl
815,"un ami que vous ne facturerez pas mais une personne que vous ne connaissez pas le fera et à ce moment-là c'est là que la notion de quartier apparaît, c'est-à-dire que c'est la notion de quartier donc vous prêtez des choses que vous ne faites pas si vous ne les louez pas, ça ne marchera pas pour tout le monde, parce que forcément il y a des gens qui ont besoin de l'incitation monétaire et qui diront, eh bien, attendez, euh",2,17,pt
816,"Un ami que tu ne vas pas facturer mais une personne que tu ne connais pas l'est et à ce moment-là, c'est là qu'intervient la notion de quartier, c'est-à-dire que c'est la notion de quartier donc tu prêtes des choses que tu fais, don Je ne les loue pas donc ça ne marchera pas pour tout le monde car il y a forcément des gens qui ont besoin d'une incitation monétaire et qui diront d'attendre.",2,17,pa
817,"un ami tu ne paieras pas pour ça, mais une personne que tu ne connais pas, oui, et à ce moment-là la notion de quartier vient au premier plan, je veux dire c'est la notion de quartier, donc tu empruntes des choses que tu n'as pas Ne louez pas alors ça ne marchera pas pour tout le monde car inévitablement il y a des gens qui ont besoin d'incitations monétaires et diront eh bien attendez euh",2,17,ro
