,PAROLES,Dimension Dialogique,Domaine,Langue
3230,"L'autre jour, quand je dis une bêtise, 3000 avions passent par jour et ça fait un gros bruit qui fait peur, ou quand ce n'est pas des avions tu as des éoliennes qui font du bruit, donc les deux partenaires ont une tête comme ça.",Arg_fact,nuisance,ml
3231,à la fois le jour où et quand c'est quand je dis une bêtise 3000 avions qui passent tous les jours c'est un énorme bruit horrible et aussi quand ce n'est pas les avions tu as les éoliennes qui font du bruit aussi pour que les deux partenaires aient la tête comme ça,Arg_fact,nuisance,mt
3232,ça fait deux jours que je parle c'est ridicule 3000 avions qui passent tous les jours c'est un bruit terrible et c'est pas les avions qui ont des éoliennes qui font du bruit donc c'est une tête comme ça les gars deux,Arg_fact,nuisance,mi
3233,"Les deux jours, quand je dis des bêtises, il y a 3000 avions qui passent chaque jour, ça fait énormément de bruit et quand ce ne sont pas des avions, il y a des éoliennes qui font du bruit, donc les têtes des deux partenaires sont comme",Arg_fact,nuisance,mr
3234,à la fois quand il ne fait même pas jour je dis des bêtises 3000 avions passent par jour c'est très bruyant et quand c'est pas un avion les éoliennes sont aussi bruyantes donc 2 partenaires ont cette tête.,Arg_fact,nuisance,mn
3235,"Je parle d'un incident stupide où 3 000 avions passent par jour, c'est un bruit épouvantable, et quand ce n'est pas un avion, tu as des éoliennes qui font tellement de bruit que deux partenaires secouent la tête comme ça.",Arg_fact,nuisance,my
3236,Les deux jours où c'est pas quand c'est quand je dis une bêtise il y a 3000 avions qui passent par jour c'est un gros bruit qui fait peur et quand c'est pas des avions tu as des éoliennes qui font du bruit donc deux partenaires se dirigent comme ça.,Arg_fact,nuisance,ne
3237,aussi bien le jour où il n'est pas quand il est quand il est je dis une connerie 3000 avions qui passent par jour il y a un bruit énorme et terrible et quand ce n'est pas les avions tu as les éoliennes qui font du bruit aussi donc les deux partenaires ont tel devant,Arg_fact,nuisance,no
3238,Les deux jours où c'est pas quand c'est quand je dis un con 3000 avions par jour c'est un bruit terrible et quand c'est pas des avions tu as des éoliennes qui font aussi du bruit donc les deux partenaires ont la tête.,Arg_fact,nuisance,or
3239,Les deux jours où ce n'est pas quand je dis une bêtise il y a 3000 avions par jour c'est un gros bruit horrible et quand ce n'est pas des avions il y a des éoliennes qui font du bruit aussi donc les deux amis ont la même tête.,Arg_fact,nuisance,ps
3240,"Même le jour où il n'y en a pas, quand je dis une connerie, 3000 avions passent par jour, c'est un bruit terrible et quand les avions ne le sont pas, il y a des éoliennes qui font du bruit donc les deux partenaires ont ce bruit.",Arg_fact,nuisance,fa
3241,"aussi bien pendant la journée, quand ce n'est pas le cas, quand ça l'est, quand je dis quelque chose de stupide. 3000 avions qui survolent par jour, c'est un bruit énorme, terrible, et quand ce ne sont pas des avions, il y a des éoliennes qui font du bruit aussi, donc les deux partenaires ont de telles têtes",Arg_fact,nuisance,pl
3242,aussi bien le jour où c'est pas quand c'est quand je dis une bêtise 3000 avions qui passent chaque jour c'est un bruit énorme et horrible et quand c'est pas les avions tu as les éoliennes qui font du bruit aussi donc les deux partenaires ont la tête comme ça,Arg_fact,nuisance,pt
3243,Les deux jours quand ce n'est pas quand ce n'est pas quand je dis une bêtise 3000 avions passent par jour c'est un énorme bruit horrible et quand ce n'est pas des avions tu as des éoliennes qui font du bruit donc deux C'est comme ça que les partenaires se dirigent,Arg_fact,nuisance,pa
3244,"à la fois le jour où il n'y a pas et quand je dis une bêtise, 3000 avions passent par jour, c'est un bruit énormément terrible, et quand il n'y a pas d'avions tu as aussi des éoliennes qui font du bruit, donc les deux partenaires ont une tête comme ça",Arg_fact,nuisance,ro
3245,"et le jour où c'est pas, quand c'est, quand je dis une bêtise, 3000 avions volent par jour, c'est un bruit énorme et terrible, et quand ce n'est pas des avions, tu as des éoliennes, qui sont aussi bruyantes, donc les deux partenaires sont comme ça devant",Arg_fact,nuisance,ru
3246,aujourd'hui c'est pas le moment pour moi de dire une bêtise 3000 avions passent par jour c'est un bruit terrible mais si les avions ont une éolienne ils sont aussi bruyants c'est ce qui fait la tête des deux partenaires.,Arg_fact,nuisance,sm
3247,à la fois le jour où ce n'est pas quand c'est quand je dis une connerie 3000 avions passent chaque jour c'est un bruit vraiment terrible et quand ce ne sont pas les avions ce sont les roues -tu as des instruments à vent qui font aussi du bruit pour que les deux partenaires aient un tel devant,Arg_fact,nuisance,gd
3248,et le jour où c'est pas quand c'est quand c'est quand c'est quand je parle de conneries 3000 avions passent par jour c'est un bruit énorme et horrible et quand c'est pas des avions tu as des éoliennes qui font du bruit donc deux partenaires ont une telle tête,Arg_fact,nuisance,sr
3249,les deux jours c'est pas quand je dis une bêtise 3000 avions qui passent par jour c'est un bruit terrible même si ce n'est pas des avions tu as des éoliennes qui font beaucoup de bruit donc les deux partenaires ont et se dirigent comme ça.,Arg_fact,nuisance,st
3250,tout avant le jour s'il y en a un je parle bêtement 3000 avions qui passent dans une journée c'est un gros truc qui fait peur et si c'est pas des avions tu as des éoliennes qui font du bruit donc les deux ont du sens.,Arg_fact,nuisance,sn
3251,Le lendemain quand c'est pas quand je dis une bêtise il y a 3000 avions qui passent chaque jour c'est un gros bruit horrible et quand c'est pas un avion tu as des éoliennes qui font du bruit aussi donc les deux partenaires la tête est comme ça.,Arg_fact,nuisance,sd
3252,"Même le jour sans ça, je dis une bêtise, si 3000 avions partent dans une journée, il y a un bruit terrible et il y a des éoliennes qui font du bruit quand il n'y a pas d'avions, donc les têtes des deux partenaires sont comme ça.",Arg_fact,nuisance,si
3253,"même si ce n'est pas un jour, quand c'est, quand je dis une bêtise, 3000 avions passent chaque jour, c'est un bruit énorme, terrible, et quand ce n'est pas des avions, tu as aussi des éoliennes qui font du bruit, donc les deux partenaires avoir une telle tête",Arg_fact,nuisance,sk
3254,"donc le jour où ça n'arrive pas, quand ça arrive, quand ça arrive, je dis un truc stupide 3000 avions qui passent par jour c'est un bruit énorme et horrible et quand il n'y a pas d'avions il y a des éoliennes qui font du bruit aussi donc ton partenaire a tellement devant",Arg_fact,nuisance,sl
3255,les deux jours c'est pas quand c'est je dis une connerie 3000 avions passent tous les jours c'est vraiment bruyant et quand c'est pas les avions il y a les éoliennes qui font du bruit aussi donc les têtes des couples sont comme ça.,Arg_fact,nuisance,so
3256,"tellement le jour que ce n'est pas quand c'est quand je dis une bêtise, 3000 avions passent par jour c'est un bruit énorme et horrible et quand c'est pas les avions, tu as les éoliennes qui font aussi du bruit, donc le deux partenaires ont une tête comme ça.",Arg_fact,nuisance,es
3257,les deux jours où c'est pas quand c'est quand je dis une bêtise 3000 avions passent par jour c'est un bruit horrible et quand c'est pas ton avion a une éolienne bruyante en plus donc deux partenaires ont une telle tête.,Arg_fact,nuisance,su
3258,les deux jours où c'est pas l'heure je dis une bêtise 3000 avions passent par jour c'est un gros bruit qui fait peur et quand ce n'est pas des avions tu as des éoliennes qui font du bruit aussi donc les deux couples ont une telle tête.,Arg_fact,nuisance,sw
3259,aussi bien le jour où c'est pas quand c'est quand c'est je dis une bêtise 3000 avions passent par jour c'est un énorme bruit horrible et quand c'est pas l'avion tu as les éoliennes qui font du bruit aussi donc les deux partenaires ont une telle tête,Arg_fact,nuisance,sv
3260,"même un jour où il n'y en a pas, quand c'est l'heure, je dis une connerie, 3000 avions par jour, c'est un bruit épouvantable, et quand ce n'est pas des avions, tu as des éoliennes qui font du bruit, donc ces deux partenaires ils ont une telle tête",Arg_fact,nuisance,tg
3261,Deux jours où il n'y a pas je dis une connerie 3000 avions par jour passent c'est un gros bruit qui fait peur et quand il n'y a pas d'avions tu as des éoliennes qui font du bruit donc les deux partenaires ont une tête comme ça,Arg_fact,nuisance,ta
3262,Le jour où il n'est pas là je dis une connerie 3000 avions par jour c'est un bruit épouvantable et quand il n'est pas là tu as des éoliennes bruyantes donc les deux partenaires ont une telle tête,Arg_fact,nuisance,te
3263,"Ces deux jours-là, ce n'était pas quand je disais des bêtises. Avec 3 000 avions qui survolaient par jour, c'était un bruit absolument terrifiant. Et quand ce n'est pas un avion, tu as aussi des éoliennes qui font du bruit, donc les deux couples ont des têtes comme ça.",Arg_fact,nuisance,th
3264,"et je dis une bêtise, 3000 avions passent par jour, c'est un bruit épouvantable et quand il n'y a pas d'avions, les éoliennes font aussi du bruit, donc les deux partenaires sont comme ça.",Arg_fact,nuisance,tr
3265,comme un jour où ce n'est pas quand c'est quand c'est moi qui dis quelque chose de stupide 3000 avions qui volent par jour c'est un énorme bruit horrible et quand ce n'est pas des avions il y a aussi des éoliennes qui font du bruit donc les deux partenaires ont une telle tête,Arg_fact,nuisance,uk
3266,"Les deux jours où ça n'arrive pas quand je dis une bêtise, 3000 avions par jour passent, c'est un énorme bruit horrible et quand ce n'est pas des avions tu as des éoliennes qui font du bruit donc les deux partenaires la tête est comme ça.",Arg_fact,nuisance,ur
3267,"C'est pas tous les jours que j'ai envie de dire une bêtise, c'est affreux 3000 avions par jour c'est un bruit épouvantable, et quand il n'y a pas d'avion il y a des éoliennes, donc les têtes de deux partenaires sont comme ça.",Arg_fact,nuisance,ug
3268,même si c'est pas ce jour là je dis des bêtises 3000 avions par jour passent c'est un bruit terrible et sans ces avions tu as des éoliennes qui font du bruit donc les deux partenaires vont être comme ça.,Arg_fact,nuisance,uz
3269,toute la journée pas quand je dis des conneries 3000 avions passent tous les jours c'est un bruit épouvantable et quand ce n'est pas des avions tu as des éoliennes qui font aussi du bruit donc deux partenaires ont une tête comme ça,Arg_fact,nuisance,vi
3270,les deux jours où c'est pas quand c'est vrai je dis une bêtise 3000 avions passent par jour c'est un bruit terrible et quand c'est pas les avions tu as les éoliennes qui font du bruit aussi donc les deux partenaires ont une tête comme ça.,Arg_fact,nuisance,cy
3271,aussi bien pendant la journée quand ce n'est pas quand c'est comme ça je veux dire quelque chose comme 3000 avions qui passent par jour ça fait beaucoup de bruit terrible et quand ce n'est pas des avions tu as des éoliennes qui font beaucoup de bruit donc deux potes ont mal à la tête genre ce.,Arg_fact,nuisance,xh
3272,"Chaque jour, quand ce n'est pas le cas, quand c'est le cas, quand c'est le cas, je dis une bêtise : 3000 avions passent par jour.",Arg_fact,nuisance,yi
3273,tant le jour ce n'est pas quand c'est quand c'est je dis une bêtise 3000 avions passent par jour c'est un bruit terrible et quand ce ne sont pas les avions qui ont des éoliennes qui font encore plus de bruit laissons les deux partenaires avoir un sentiment comme ça.,Arg_fact,nuisance,yo
3274,aussi bien le jour où ce n'est pas le cas si c'est que je parle d'un truc stupide 3000 avions qui passent par jour il y a beaucoup de bruit terrible et si ce ne sont pas les avions tu as les éoliennes qui provoquent le bruit donc les deux partenaires j'ai tellement mal à la tête.,Arg_fact,nuisance,zu
3275,"donc ça marche très bien mais c'est terrible la vie communautaire là-bas, c'est terrible les vieux et les enfants qu'ils vont mettre à l'écart",Arg_fact,nuisance,sq
3276,"Donc ça marche très bien, mais c'est une vie en communauté terrible, les personnes âgées sont des enfants très effrayants et effrayants.",Arg_fact,nuisance,am
3277,"Donc ça marche très bien mais la vie associative est terrible là-bas, c'est terrible pour les vieux et les enfants qui vont flipper à cause de ça à part",Arg_fact,nuisance,ar
3278,"donc ça marche très bien, mais c'est terrible la vie communautaire là-bas, c'est terrible les vieux, les enfants, ils vont avoir peur.",Arg_fact,nuisance,hy
3279,"donc ça marche très bien, mais c'est une vie sociale terrible, c'est terrible, les vieux, ils laissent les enfants de côté.",Arg_fact,nuisance,az
3280,donc ça marche super mais c'est terrible la vie communautaire là-bas est terrible à part les personnes âgées et les enfants qui vont flipper,Arg_fact,nuisance,eu
3281,"donc ça marche vraiment bien mais c'est une vie sociale épouvantable là-bas, c'est épouvantable, les vieux, les enfants, ils vont devenir fous avec ça là-bas",Arg_fact,nuisance,be
3282,"Donc ça marche très bien mais c'est une vie communautaire horrible là-bas, c'est horrible, les personnes âgées et les enfants vont être terrifiés à l'idée de la mettre de côté.",Arg_fact,nuisance,bn
3283,donc ça marche très bien mais c'est terrible de vivre dans la communauté là-bas c'est terrible les vieux les enfants ils vont devenir fous avec ça mis à part,Arg_fact,nuisance,bs
3284,"donc ça marche très bien mais la vie associative là-bas est terrible, les personnes âgées sont terribles, les enfants dont ils vont devenir fous, ça mis à part",Arg_fact,nuisance,bg
3285,"donc ça marche très bien mais c'est horrible la vie communautaire là-bas, c'est horrible les vieux et les enfants ils vont paniquer avec ça mis à part",Arg_fact,nuisance,ca
3286,donc ça marche très bien mais c'est terrible la vie en communauté il y a terrible les vieux les enfants ils ont peur avec ça.,Arg_fact,nuisance,ceb
3287,donc ça marche très bien mais c'est la vie difficile au village là-bas et ce sont les méchants vieux enfants qui peuvent les contrarier à côté.,Arg_fact,nuisance,ny
3288,"Donc ça marche bien, mais la vie communautaire là-bas est terrible, les personnes âgées et les enfants sont horribles, mis ça de côté, ils paniqueraient",Arg_fact,nuisance,zh-tw
3289,donc ça marche très bien mais c'est une vie communautaire horrible ici c'est horrible les vieux les enfants qui vont tirer avec ça à part,Arg_fact,nuisance,co
3290,bon ça marche très bien mais la vie communautaire là-bas est terrible les personnes âgées sont horribles les enfants avec qui ils vont devenir fous à côté,Arg_fact,nuisance,hr
3291,"donc ça marche très bien mais c'est une vie associative épouvantable, c'est épouvantable, les personnes âgées, les enfants, ils vont devenir fous",Arg_fact,nuisance,cs
3292,"donc ça marche très bien, mais c'est terrible la vie en communauté là-bas, c'est terrible, les personnes âgées, les enfants avec qui ils vont flipper, ça mis à part",Arg_fact,nuisance,da
3293,"donc ça marche très bien, mais c'est une vie communautaire épouvantable là-bas. C'est terrible, les vieux, les enfants, ils vont paniquer, à part ça",Arg_fact,nuisance,nl
3294,donc ça marche très bien mais c'est horrible la vie en communauté là bas c'est horrible les personnes âgées les enfants ils vont flipper avec ça à part,Arg_fact,nuisance,en
3295,donc ça marche très bien mais c'est terrible la vie communautaire là-bas c'est terrible les vieux les enfants ils sont terribles avec ça à part,Arg_fact,nuisance,eo
3296,"donc ça marche très bien mais c'est une vie communautaire horrible là-bas, c'est horrible les personnes âgées, les enfants ils deviennent fous à côté",Arg_fact,nuisance,et
3297,donc ça marche très bien mais c'est horrible la vie en communauté là bas c'est horrible les vieux les enfants ils vont flipper avec ça à part,Arg_fact,nuisance,tl
3298,"donc ça marche très bien mais c'est une vie communautaire terrible là-bas, c'est terrible les personnes âgées, les enfants ils vont s'en mêler",Arg_fact,nuisance,fi
3299,donc ça marche très bien mais c'est horrible la vie en communauté là-bas c'est horrible les personnes âgées les enfants là-bas ils vont mettre ça de côté,Arg_fact,nuisance,fy
3300,"donc ça marche très bien mais c'est une vie communautaire horrible là-bas, c'est horrible les vieux et les enfants qui vont paniquer avec ça à part",Arg_fact,nuisance,gl
3301,"Donc ça marche très bien, mais c'est terrible pour la vie publique, c'est terrible pour les personnes âgées, les enfants, ils se fâchent contre",Arg_fact,nuisance,ka
3302,"Donc ça marche très bien, mais la vie communautaire là-bas est terrible. A part ça, les personnes âgées et les enfants sont terribles",Arg_fact,nuisance,de
3303,"donc ça marche très bien mais c'est horrible la vie en communauté là-bas, c'est horrible les vieux les gosses qui vont flipper avec ça au bord",Arg_fact,nuisance,el
3304,"Donc ça marche très bien mais c'est une vie communautaire horrible là-bas, c'est horrible les vieux et les enfants qui vont s'inquiéter avec ça à côté.",Arg_fact,nuisance,gu
3305,donc ça marche très bien mais c'est terrible la vie en communauté c'est terrible les vieux les enfants vont flipper et ça mis à part,Arg_fact,nuisance,ht
3306,donc ça marche très bien mais c'est mauvais pour la vie communautaire là-bas c'est mauvais pour les vieux qui vont avoir peur de ce côté.,Arg_fact,nuisance,ha
3307,donc le travail est très bon mais la vie communautaire y est terrible les vieux sont terribles avec les enfants qu'ils secouent de ce côté-là.,Arg_fact,nuisance,haw
3308,Donc ça marche très bien mais c'est une vie communautaire terrible là-bas c'est terrible les vieux les enfants ils vont flipper avec ça à côté,Arg_fact,nuisance,he
3309,"Donc ça marche plutôt bien, mais la vie communautaire là-bas est terrible, les personnes âgées et les enfants sont terribles, ils seraient terrifiés à l'idée de partir.",Arg_fact,nuisance,hi
3310,très bien mais la mauvaise vie en société fait peur aux vieux les enfants ils vont paniquer d'un côté,Arg_fact,nuisance,hmn
3311,"donc ça marche très bien, mais la vie en communauté est horrible, les vieux, les enfants, qui sont mis de côté et paniqués là-bas, sont horribles.",Arg_fact,nuisance,hu
3312,donc ça marche très bien mais c'est une vie communautaire terrible là bas c'est terrible les vieux les enfants ils vont devenir fous avec ça à part,Arg_fact,nuisance,is
3313,donc ça marche bien mais c'est terrible la vie à la campagne là-bas c'est terrible les vieux que leurs enfants vont secouer dans ce coin-là.,Arg_fact,nuisance,ig
3314,"donc ça marche très bien mais la vie communautaire là-bas est très mauvaise, les personnes âgées, les enfants, ils auraient peur si ça arrivait.",Arg_fact,nuisance,id
3315,donc ça marche très bien mais la vie en communauté est terrible c'est terrible les vieux les enfants ils vont flipper avec ça à part,Arg_fact,nuisance,ga
3316,"donc ça marche très bien, mais la vie associative là-bas est horrible, les personnes âgées et les enfants, à part ça, ils vont flipper",Arg_fact,nuisance,it
3317,"Cela fonctionne très bien, mais la vie en communauté là-bas est épouvantable pour les personnes âgées et les enfants.",Arg_fact,nuisance,ja
3318,donc le travail est très bon mais la vie de la société est terrible il y a quelque chose qui fait peur aux vieux les enfants qui auront peur d'être laissés de côté.,Arg_fact,nuisance,jw
3319,"Donc ça marche très bien mais c'est une vie communautaire terrible où c'est terrible, les vieux, les enfants la mettent de côté et ça fait peur.",Arg_fact,nuisance,kn
3320,"donc ça marche très bien, mais c'est une vie communautaire épouvantable, c'est épouvantable les vieux, ils font peur aux enfants avec ça",Arg_fact,nuisance,kk
3321,"Donc ça marche vraiment bien, mais c'est une vie communautaire horrible là-bas, c'est tellement horrible, les personnes âgées, les enfants qu'ils seront terrorisés.",Arg_fact,nuisance,km
3322,"Donc ça marche très bien, mais la vie communautaire là-bas est terrible. Mis à part les personnes âgées et les enfants, ce serait terrible.",Arg_fact,nuisance,ko
3323,"donc ça marche très bien mais la vie communautaire là-bas est terrible, les personnes âgées et les enfants avec qui ils vont faire peur sont terribles",Arg_fact,nuisance,ku
3324,"donc ça marche très bien, mais la terrible vie sociale ici, ce sont les terribles vieux, qui, à part ça, font peur aux enfants",Arg_fact,nuisance,ky
3325,"Donc ça marche très bien, mais c'est une vie communautaire effrayante là-bas, ça fait peur pour les personnes âgées, les enfants qui vont paniquer là-bas.",Arg_fact,nuisance,lo
3326,"donc il s'en sort très bien mais la vie associative est horrible là-bas, ce sont d'horribles enfants âgés qui jouent avec ce déclin.",Arg_fact,nuisance,la
3327,"donc ça marche vraiment bien mais c'est une vie communautaire épouvantable, c'est épouvantable les vieux, les enfants ils vont se foutre de ça à côté",Arg_fact,nuisance,lv
3328,"donc ça marche très bien, mais la vie communautaire là-bas est horrible, les personnes âgées horribles, les enfants vont bouger avec ça.",Arg_fact,nuisance,lt
3329,donc ça marche très bien mais c'est terrible la vie en communauté là bas c'est terrible les vieux les enfants ils flippent avec ça,Arg_fact,nuisance,lb
3330,"donc ça marche très bien mais c'est une vie communautaire terrible là-bas, c'est terrible les personnes âgées, les enfants avec qui ils vont traîner",Arg_fact,nuisance,mk
3331,"donc ça marche très bien mais la vie de la société là-bas est terrible, les personnes âgées sont terribles, les enfants vont en être troublés.",Arg_fact,nuisance,mg
3332,"donc ça marche bien mais c'est une vie communautaire horrible là-bas, c'est horrible les parents et leurs enfants vont paniquer avec ça mis à part",Arg_fact,nuisance,ms
3333,"Donc ça marche très bien, mais c'est une vie communautaire épouvantable là-bas, et les personnes âgées vont paniquer si elles la quittent.",Arg_fact,nuisance,ml
3334,donc ça marche très bien mais c'est horrible la vie en communauté là bas c'est horrible les personnes âgées les enfants qui vont s'en plaindre à part,Arg_fact,nuisance,mt
3335,"donc le travail est très bon mais la société est mauvaise là-bas, les vieux font peur aux enfants et ils ont des ennuis de l'autre côté.",Arg_fact,nuisance,mi
3336,"Donc ça marche très bien mais la vie sociale y est terrible, les personnes âgées et les enfants auront peur de la mettre de côté",Arg_fact,nuisance,mr
3337,"donc ça marche très bien, mais la vie sociale là-bas est terrible, les vieux, les enfants, c'est terrible qu'ils vont manquer ça.",Arg_fact,nuisance,mn
3338,"C'est formidable, mais cela exclut les personnes âgées et les enfants d'une horrible vie communautaire, et c'est horrible.",Arg_fact,nuisance,my
3339,Donc ça marche très bien mais c'est une vie communautaire épouvantable là-bas.,Arg_fact,nuisance,ne
3340,donc ça marche vraiment bien mais c'est une vie communautaire terrible où c'est terrible les enfants plus âgés vont être méchants avec ça à part,Arg_fact,nuisance,no
3341,"Donc ça marche très bien mais c'est une vie communautaire terrible là-bas, c'est terrible pour les personnes âgées qui ont des enfants qu'elles vont laisser derrière elles.",Arg_fact,nuisance,or
3342,"Donc ça marche très bien mais c'est une vie communautaire horrible, c'est horrible pour les adultes et les enfants",Arg_fact,nuisance,ps
3343,"Donc ça marche très bien, mais la vie sociale là-bas est terrible.",Arg_fact,nuisance,fa
3344,"donc ça marche très bien, mais la vie sociale là-bas est épouvantable. Cela mis à part, les personnes âgées et les enfants seront terribles.",Arg_fact,nuisance,pl
3345,donc ça marche très bien mais c'est horrible la vie communautaire là-bas est horrible les personnes âgées les enfants vont devenir fous avec ça à part,Arg_fact,nuisance,pt
3346,"Donc ça marche très bien mais c'est une vie communautaire horrible, ces vieux et ces enfants vont en être effrayés.",Arg_fact,nuisance,pa
3347,"donc ça marche très bien mais c'est une vie communautaire horrible là-bas, c'est horrible les vieux et les enfants qu'ils vont effrayer avec ça à part",Arg_fact,nuisance,ro
3348,"donc ça marche très bien, mais la vie sociale là-bas est terrible, c'est terrible, les personnes âgées et les enfants qui vont en devenir fous",Arg_fact,nuisance,ru
3349,donc c'est très bien mais la vie communautaire là-bas est mauvaise les adultes sont les enfants ils vont avoir peur de ça.,Arg_fact,nuisance,sm
3350,donc ça marche très bien mais c'est une vie communautaire terrible là-bas c'est terrible les vieux les enfants ils vont s'embêter avec ça mis à part,Arg_fact,nuisance,gd
3351,"donc ça marche très bien mais c'est terrible la vie communautaire là-bas, c'est terrible les vieux les enfants ils vont en devenir fous",Arg_fact,nuisance,sr
3352,"donc ça marche très bien mais c'est une vie publique horrible là-bas, ça fait peur pour les vieux qui vont se confondre avec eux à côté.",Arg_fact,nuisance,st
3353,"donc ça marche vraiment bien mais c'est la vie effrayante dans la communauté qui fait peur aux quatre adultes, ils vont faire peur à part ça",Arg_fact,nuisance,sn
3354,"Donc ça marche très bien mais c'est une vie communautaire terrible là-bas, ce sont des personnes âgées et des enfants terribles qui vont les laisser tranquilles.",Arg_fact,nuisance,sd
3355,"Donc ça marche très bien mais c'est une vie communautaire épouvantable là-bas, les personnes âgées vont les mettre à l'écart et les contrarier.",Arg_fact,nuisance,si
3356,"donc ça marche très bien mais c'est terrible la vie en communauté, c'est terrible, les personnes âgées, les enfants, ils vont devenir fous",Arg_fact,nuisance,sk
3357,"donc ça marche très bien, mais la vie communautaire là-bas est terrible, les personnes âgées et les enfants sont terribles, ils vont être intimidés par eux.",Arg_fact,nuisance,sl
3358,"ça marche très bien mais c'est une très mauvaise vie sociale, ça fait peur aux vieux et les enfants vont s'énerver sauf que",Arg_fact,nuisance,so
3359,"Donc ça marche très bien mais la vie communautaire là-bas est horrible, les personnes âgées sont horribles, les enfants vont avoir peur à part ça.",Arg_fact,nuisance,es
3360,donc ça marche très bien mais c'est horrible la vie des gens là bas c'est horrible les personnes âgées leurs enfants vont flipper avec ce côté là,Arg_fact,nuisance,su
3361,"donc ça marche très bien mais c'est une vie communautaire terrible là-bas, c'est terrible les vieux et les enfants vont venir se battre avec eux séparément.",Arg_fact,nuisance,sw
3362,donc ça marche très bien mais c'est une vie communautaire horrible où c'est horrible les enfants plus âgés vont paniquer avec ça mis à part,Arg_fact,nuisance,sv
3363,"donc ça marche très bien mais la vie en communauté est terrible il y a des vieux c'est terrible, les enfants ils s'énervent contre ça",Arg_fact,nuisance,tg
3364,Donc ça marche bien mais c'est terrible la vie sociale où c'est terrible les vieux sans parler des enfants,Arg_fact,nuisance,ta
3365,"Donc ça marche très bien mais c'est une vie communautaire terrible là-bas, c'est terrible à part les personnes âgées et les enfants",Arg_fact,nuisance,te
3366,Il fonctionne très bien. Mais la vie en communauté est mauvaise. C'est mauvais pour les personnes âgées et les enfants. Ils en seront également choqués.,Arg_fact,nuisance,th
3367,"Je veux dire, ça marche très bien, mais la vie en communauté est nulle, les vieux et les enfants sont nuls, ça mis à part, ça va les rendre fous.",Arg_fact,nuisance,tr
3368,"donc ça marche très bien mais il y a une vie communautaire épouvantable, des personnes âgées et des enfants épouvantables dont ils vont avoir peur",Arg_fact,nuisance,uk
3369,"Donc ça marche très bien mais c'est une vie communautaire horrible, il y a ces vieux et les enfants c'est horrible d'être mis de côté et ils vont avoir peur.",Arg_fact,nuisance,ur
3370,"Cela fonctionne donc très bien, mais la terrible vie communautaire là-bas laisse les personnes âgées horriblement marginalisées.",Arg_fact,nuisance,ug
3371,"donc ça marche très bien, mais c'est une vie de société terrible là-bas, des vieux, des enfants terribles, ils mettent ça de côté",Arg_fact,nuisance,uz
3372,"donc ça marche très bien mais la vie communautaire là-bas est terrible, terrible pour les vieux et les enfants, ils deviendraient fous s'ils mettaient ça de côté",Arg_fact,nuisance,vi
3373,donc ça marche très bien mais c'est horrible la vie en communauté là-bas c'est horrible les personnes âgées les enfants ils vont flipper avec ça à part,Arg_fact,nuisance,cy
3374,donc ça marche très bien mais la vie sociale est mauvaise là où ça force les adultes et les enfants en seront choqués.,Arg_fact,nuisance,xh
3375,Donc ça marche très bien mais c'est terrible la communauté qui vit là-bas c'est terrible les personnes âgées les enfants ils vont s'amuser avec ça particulier,Arg_fact,nuisance,yi
3376,donc ça marche très bien mais c'est une vie communautaire horrible là-bas et ça fait peur aux vieux et aux enfants de se retirer avec cette partie.,Arg_fact,nuisance,yo
3377,donc ça marche très bien mais ça fait peur à la vie publique là où ça fait peur aux vieilles dames avec lesquelles les enfants vont s'embêter,Arg_fact,nuisance,zu
3378,Ça demande aussi de l'espace hein,Arg_fact,taille,am
3379,"De plus, cela nécessite beaucoup d'espace",Arg_fact,taille,ar
3380,En plus il faut de la place,Arg_fact,taille,bn
3381,"en plus, cela demande de l'espace, un",Arg_fact,taille,bg
3382,"en plus, ça demande de la place, hein",Arg_fact,taille,ca
3383,"En plus, il a besoin d'espace, euh",Arg_fact,taille,zh-tw
3384,en plus tu as besoin d'espace hein,Arg_fact,taille,hr
3385,"en plus ça prend de la place, hein",Arg_fact,taille,cs
3386,en plus ça demande de l'espace oui,Arg_fact,taille,et
3387,et il faut de l'espace,Arg_fact,taille,tl
3388,"en plus, cela demande de l'espace",Arg_fact,taille,fi
3389,"ça demande aussi de la place, hein",Arg_fact,taille,gl
3390,"En plus ça prend de la place, hein",Arg_fact,taille,de
3391,en plus il veut de l'espace e,Arg_fact,taille,el
3392,et il a besoin d'espace oui,Arg_fact,taille,ha
3393,il faut plus d'espace,Arg_fact,taille,haw
3394,"En plus, ça prend de la place",Arg_fact,taille,he
3395,"en plus, il a besoin d'espace, hein",Arg_fact,taille,is
3396,"En plus, il faut de la place, hein",Arg_fact,taille,ig
3397,Cela nécessite également de l'espace.,Arg_fact,taille,ja
3398,ça demande aussi de l'espace,Arg_fact,taille,kk
3399,"En plus, ça demande de la place",Arg_fact,taille,km
3400,En plus j'ai besoin d'espace hein,Arg_fact,taille,ko
3401,plus nécessite de l'espace e,Arg_fact,taille,ky
3402,nécessite plus d'espace EH *,Arg_fact,taille,la
3403,en plus ça prend de la place hein,Arg_fact,taille,lv
3404,"en plus, ça demande de l'espace, hé",Arg_fact,taille,mk
3405,en plus il faut de l'espace,Arg_fact,taille,mg
3406,et j'ai besoin d'espace hein,Arg_fact,taille,mi
