,PAROLES,Dimension Dialogique,Domaine,Langue,Unnamed: 0
1622,Non oui mais non oui à ça,1,,ta,1894.0
1623,Oui Non mais c'est nécessaire Oui Non mais ce n'est pas dans la communauté Ce n'est pas dans le quartier C'est loin,1,,te,1895.0
1624,"Oui Non, mais ça doit être oui, non, mais pas, pas dans la communauté. Pas à proximité C'est assez loin, mais",1,,th,1896.0
1625,oui non mais pour cela il faut oui non mais ce n'est pas dans la communauté pas dans le quartier mais assez loin mais,1,,tr,1897.0
1626,"oui non, mais ça demande oui non, mais ce n'est pas comme ça, ce n'est pas dans la communauté, ce n'est pas dans le quartier, c'est assez loin, mais",1,,uk,1898.0
1627,oui non mais ça nécessite non oui mais ce n'est pas dans la communauté ce n'est pas dans le quartier c'est loin mais,1,,ur,1899.0
1628,"Oui, non, mais ça demande un oui, non, mais ce n'est pas dans la communauté, ce n'est pas là",1,,ug,1900.0
1629,oui non mais ça nécessite oui non mais ce n'est pas dans la communauté ce n'est pas dans le quartier c'est loin mais,1,,uz,1901.0
1630,oui non mais ça oblige oui non mais ce n'est pas un quartier résidentiel ce n'est pas au milieu du quartier mais c'est très loin.,1,,xh,1904.0
1631,oui non mais c'est obligatoire oui non mais ce n'est pas le cas ce n'est pas dans la communauté ce n'est pas dans le quartier c'est assez loin,1,,yi,1905.0
1632,oui non mais il faut oui non mais non pas au sein de la communauté pas au sein de la communauté c'est trop loin mais,1,,yo,1906.0
1633,"un peu un amalgame de patrimoine dont on n'utilise pas, voyez-vous, c'est plus qu'un rationnement.",2,,af,1908.0
1634,"Une petite accumulation d’héritage que vous n’utilisez pas, voyez-vous, est plus qu’un rationnement.",2,,sq,1909.0
1635,"Un petit stock qu’on n’utilise pas, voyez-vous, c’est plus qu’une ration.",2,,am,1910.0
1636,"La petite collection patrimoniale qu'on n'utilise pas, voyez-vous, c'est plus qu'un simple rationnement.",2,,ar,1911.0
1637,"Une petite unité héritée que vous n’utilisez pas, voyez-vous, est plus qu’une rationalisation.",2,,hy,1912.0
1638,"un petit mélange de patrimoine qu'on n'utilise pas, on voit que c'est plus que la norme.",2,,az,1913.0
1639,"Un peu de mutualisation du patrimoine inutilisé, voyez-vous, c'est plus qu'un rationnement.",2,,eu,1914.0
1640,"un peu de mise en commun d'un héritage dont on ne se sert pas, vous savez, c'est plus qu'un rationnement.",2,,be,1915.0
1641,"Un peu de mise en commun de traditions qu'on n'utilise pas, voyez-vous, c'est plus qu'un rationnement.",2,,bn,1916.0
1642,"une petite mise en commun d'objets de famille dont on ne se sert pas, voyez-vous, c'est plus qu'un rationnement.",2,,bs,1917.0
1643,"une petite mise en commun d'un héritage dont on ne se sert pas, voyez-vous, c'est plus qu'une allocation.",2,,bg,1918.0
1644,"un peu de mise en commun d'un patrimoine qu'on n'utilise pas, voyez-vous, c'est plus qu'un rationnement.",2,,ca,1919.0
1645,"une petite mise en commun d'un héritage dont on ne se sert pas, voyez-vous, c'est plus qu'un rationnement.",2,,ceb,1920.0
1646,"Un peu d'héritage que vous n'utilisez pas, voyez-vous, est plus qu'une distribution.",2,,ny,1921.0
1647,"Une collection d'héritage que vous n'utilisez pas, voyez-vous, ce n'est pas seulement du rationnement.",2,,zh-cn,1922.0
1648,"un peu un mélange du patrimoine dont on ne se sert pas, voyez, c'est plus que des rations.",2,,co,1924.0
1649,"un peu de mise en commun d'héritage qu'on n'utilise pas, voyez-vous, c'est plus que de l'allocation.",2,,cs,1926.0
1650,"un peu un héritage dont on ne se sert pas, voyez-vous, c'est plus qu'un rationnement.",2,,da,1927.0
1651,"un petit regroupement d'un patrimoine qu'on n'utilise pas, voyez-vous, c'est plus qu'un rationnement.",2,,nl,1928.0
1652,"un peu de mise en commun d'un héritage dont on ne se sert pas, voyez-vous, c'est plus qu'un partage.",2,,eo,1930.0
1653,"un peu de redondance héritée que vous n'utilisez pas, voyez-vous, c'est plus qu'un rationnement.",2,,et,1931.0
1654,Combiner un peu d’héritage que vous n’utilisez pas est plus qu’un rationnement.,2,,fi,1933.0
1655,"une petite mise en commun de richesses qui ne servent pas, voyez-vous, c'est plus que du rationnement.",2,,gl,1935.0
1656,"Rassembler un peu de patrimoine qu'on n'utilise pas, voyez-vous, c'est plus qu'un rationnement.",2,,ka,1936.0
1657,Une sorte de regroupement d’héritages qui n’est pas utilisé est plus qu’un rationnement.,2,,de,1937.0
1658,"une partie de l'héritage que vous n'utilisez pas, voyez-vous, c'est plus qu'une ration.",2,,el,1938.0
1659,"Une petite mise en commun d'un patrimoine qu'on n'utilise pas, voyez-vous, c'est plus qu'un rationnement.",2,,gu,1939.0
1660,"un peu de mise en commun d'un héritage dont on ne se sert pas, voyez-vous, c'est plus qu'un rationnement.",2,,ht,1940.0
1661,"Un peu de la collection de meubles que vous n'utilisez pas, voyez-vous, est plus qu'une part.",2,,ha,1941.0
1662,"Une combinaison d'héritage que vous n'utilisez pas, vous savez, est plus qu'un rationnement.",2,,haw,1942.0
1663,"Une petite mise en commun d'un héritage que l'on n'utilise pas, voyez-vous, est plus qu'un rationnement.",2,,iw,1943.0
1664,"Avoir une petite collection d’objets de famille que vous n’utilisez pas, voyez-vous, est bien plus qu’un rationnement.",2,,hi,1945.0
1665,"Un peu de patrimoine qu'on n'utilise pas, voyez-vous, c'est plus que de la distribution.",2,,hmn,1946.0
1666,"un petit héritage dont on ne profite pas, c'est plus qu'un rationnement.",2,,is,1948.0
1667,"un petit héritage dont on ne se sert pas, voyez-vous, c'est plus que du rationnement.",2,,ig,1949.0
1668,"une petite réserve d'héritage qu'on n'utilise pas, vous savez, c'est plus qu'un simple lotissement.",2,,id,1950.0
1669,"un peu d'héritage que vous n'utilisez pas, voyez-vous, est plus qu'un rationnement.",2,,ga,1951.0
1670,"un petit partage des actifs que vous n’utilisez pas, voyez-vous, est plus qu’un rationnement.",2,,it,1952.0
1671,Mettre en commun un peu d’héritage inutilisé est plus qu’un rationnement.,2,,ja,1953.0
1672,"un peu de mise en commun de l'héritage qui ne sert pas, voyez-vous, c'est plus que le lotissement.",2,,jw,1954.0
1673,"Une petite mise en commun d'un héritage qu'on n'utilise pas, voyez-vous, est plus qu'une ration.",2,,kn,1955.0
1674,"Vous voyez, c'est plus que normal d'accumuler un petit héritage dont on ne se sert pas.",2,,kk,1956.0
1675,"Ajouter un petit bout de patrimoine que vous n'utilisez pas, voyez-vous, est plus qu'un lotissement.",2,,km,1957.0
1676,Sauver un héritage inutilisé ne se limite pas au rationnement.,2,,ko,1958.0
1677,"Un peu d’héritage que vous n’utilisez pas, voyez-vous, dépasse la rationalité.",2,,ku,1959.0
1678,"Un peu d'héritage que vous n'utilisez pas, voyez-vous, est plus que normal.",2,,ky,1960.0
1679,"Combiner l’héritage que vous n’utilisez pas, voyez-vous, est plus qu’une simple division.",2,,lo,1961.0
1680,"C'est un peu plus une position d'héritage qu'on n'utilise pas, voyez-vous, c'est plus qu'un système.",2,,la,1962.0
1681,"combiner un peu de patrimoine qu'on n'utilise pas, voyez-vous, c'est plus que rationner.",2,,lv,1963.0
1682,"un peu d'accumulation de patrimoine que vous n'utilisez pas, voyez-vous, est plus qu'un rationnement.",2,,lt,1964.0
1683,"un peu un vivier de patrimoine qu'on n'utilise pas, on voit que c'est plus que rationner.",2,,lb,1965.0
1684,"un peu de mutualisation d'un héritage qu'on n'utilise pas, voyez-vous, c'est plus qu'une rationalisation.",2,,mk,1966.0
1685,"le montant de l'héritage que vous n'utilisez pas est faible, vous voyez, c'est plus qu'un rationnement.",2,,mg,1967.0
1686,"une petite accumulation d'héritage dont on ne se sert pas, voyez-vous, c'est plus qu'une ration.",2,,ms,1968.0
1687,"Un tas de patrimoine que vous n’utilisez pas, voyez-vous, représente bien plus que des rations.",2,,ml,1969.0
1688,"un peu de collection patrimoniale qu'on n'utilise pas, voyez-vous, c'est plus qu'une ration.",2,,mt,1970.0
1689,"une collection d'objets de famille dont vous n'utilisez pas, voyez-vous, est plus qu'une réserve.",2,,mi,1971.0
1690,"Un peu d'intégration d'un patrimoine qu'on n'utilise pas, voyez-vous, c'est plus qu'un rationnement.",2,,mr,1972.0
1691,"Vous voyez, c'est mieux que la norme d'intégrer un peu d'héritage que l'on n'utilise pas.",2,,mn,1973.0
1692,"Vous voyez, mieux vaut consolider quelques éléments hérités que vous n’utilisez pas que de rationner.",2,,my,1974.0
1693,"Une petite mise en commun de richesses que vous n'utilisez pas, voyez-vous, est plus qu'un rationnement.",2,,ne,1975.0
1694,"un peu une collection de patrimoine qu'on n'utilise pas, voyez-vous, c'est plus qu'un rationnement.",2,,no,1976.0
1695,"Une petite mise en commun du patrimoine qu'on n'utilise pas, voyez-vous, c'est plus qu'une ration.",2,,or,1977.0
1696,"Un héritage que vous n’utilisez pas, voyez-vous, est plus qu’un rationnement.",2,,ps,1978.0
1697,Vous voyez qu’une partie de l’héritage que vous n’utilisez pas va au-delà du rationnement.,2,,fa,1979.0
1698,"Voyez-vous, une petite mise en commun d'un patrimoine qu'on n'utilise pas, c'est plus qu'un rationnement.",2,,pl,1980.0
1699,"un petit pool de capitaux propres que vous n'utilisez pas, vous savez, c'est plus qu'un rationnement.",2,,pt,1981.0
1700,"Une petite mise en commun d'un héritage dont on n'utilise pas, voyez-vous, c'est plus qu'un rationnement.",2,,pa,1982.0
1701,"un peu de mutualisation de l'héritage qu'on n'utilise pas, voyez-vous, c'est plus que de la rationalisation.",2,,ro,1983.0
1702,"Voyez-vous, une petite accumulation de patrimoine que l’on n’utilise pas, c’est plus qu’un rationnement.",2,,ru,1984.0
1703,"une petite collection d'objets de famille que vous n'utilisez pas, voyez-vous, vaut mieux que de partager.",2,,sm,1985.0
1704,"un peu de collection patrimoniale qu'on n'utilise pas, voyez-vous, c'est plus que du rationnement.",2,,gd,1986.0
1705,"un petit héritage dont on ne se sert pas, voyez-vous, c'est plus que de la distribution.",2,,st,1988.0
1706,"Voyez-vous, quelques-unes des combinaisons d’héritage que vous n’utilisez pas sont plus que de simples distributions.",2,,sn,1989.0
1707,"Mettre en commun un peu de patrimoine qu'on n'utilise pas, voyez-vous, c'est plus qu'un rationnement.",2,,sd,1990.0
1708,"Une collection d'héritage que vous n'utilisez pas, comme vous pouvez le constater, c'est plus que la ration.",2,,si,1991.0
1709,"un peu de mise en commun d'héritage que vous n'utilisez pas, voyez-vous, c'est plus que de l'allocation.",2,,sk,1992.0
1710,"un peu de regroupement d'héritages qu'on n'utilise pas, voyez-vous, c'est plus qu'une rationalisation.",2,,sl,1993.0
1711,"un peu d'agrégation génétique que vous n'utilisez pas, voyez-vous, c'est plus qu'un dividende.",2,,so,1994.0
1712,"une sorte de mise en commun du patrimoine inutilisé, voyez-vous, c'est plus qu'un rationnement.",2,,es,1995.0
1713,"une petite mutualisation de l'héritage qu'on n'utilise pas, tu vois, c'est plus que l'allocation.",2,,su,1996.0
1714,"Un petit héritage dont on ne se sert pas, voyez-vous, c'est plus qu'un dividende.",2,,sw,1997.0
1715,"un peu un amalgame d'héritage dont on n'utilise pas, voyez-vous, c'est plus qu'un rationnement.",2,,sv,1998.0
1716,"en collectant un héritage que vous n'utilisez pas, vous pouvez voir que c'est plus que la norme.",2,,tg,1999.0
1717,"Une petite collection de patrimoine qu'on n'utilise pas, voyez-vous, c'est plus qu'un rationnement.",2,,ta,2000.0
1718,"Réunir une partie de votre héritage inutilisé, voyez-vous, est bien plus que du rationnement.",2,,te,2001.0
1719,"Vous voyez, accumuler une partie de votre héritage que vous n’utilisez pas. C'est plus qu'un rationnement.",2,,th,2002.0
1720,"Voyez-vous, mettre en commun un héritage que vous n’utilisez pas est plus qu’un simple rationnement.",2,,tr,2003.0
1721,"un peu de mutualisation d'un héritage qu'on n'utilise pas, voyez-vous, c'est plus qu'un rationnement.",2,,uk,2004.0
1722,"Un petit stock de patrimoine qu'on n'utilise pas, voyez-vous, est plus qu'une ration.",2,,ur,2005.0
1723,"Intégrer un héritage que vous n'utilisez pas, voyez-vous, c'est plus qu'un simple commentaire.",2,,ug,2006.0
1724,"Un petit amalgame de patrimoine que vous n'utilisez pas, voyez-vous, est plus qu'une ration.",2,,uz,2007.0
1725,"Vous voyez, ce petit bout de patrimoine qu'on n'utilise pas, c'est plus qu'un rationnement.",2,,vi,2008.0
1726,"un peu d'accumulation de patrimoine qu'on n'utilise pas, voyez-vous, c'est plus que du rationnement.",2,,cy,2009.0
1727,"un peu d'intégration héritée que vous n'utilisez pas, voyez-vous, c'est exagéré.",2,,xh,2010.0
1728,"Un peu de mutualisation d'héritage dont on n'utilise pas, voyez-vous, c'est plus qu'un rationnement.",2,,yi,2011.0
1729,"un peu de mutualisation d'héritage qu'on n'utilise pas, voyez-vous, qui a plus que du rationnement.",2,,yo,2012.0
1730,"ok, mais si vous avez des réservations, il n'y a pas de problèmes",1,,af,2014.0
1731,"ok, mais si vous avez des réservations, pas de problème",1,,sq,2015.0
1732,"OK, mais s'il y a des réservations, il n'y a pas de problèmes",1,,am,2016.0
1733,"Ok mais si vous avez des réservations, pas de problème",1,,ar,2017.0
1734,ok mais pas de problème si vous avez des réservations,1,,az,2019.0
1735,"ok mais si vous avez des réservations, il n'y a pas de problème",1,,eu,2020.0
1736,Ok mais pas de problème si vous avez une réservation,1,,bn,2022.0
1737,ok mais si tu as une réservation pas de problème,1,,ceb,2026.0
1738,"ok, mais si tu as de la place, pas de problème",1,,ny,2027.0
1739,"OK, mais si vous avez une réservation, il n'y a pas de problème",1,,zh-cn,2028.0
1740,"ok mais si vous avez des réservations, il n'y a pas de problèmes",1,,co,2030.0
1741,"ok, mais si vous faites une réservation, il n'y a aucun problème",1,,fy,2040.0
1742,"OK, mais si vous avez une réservation, pas de problème",1,,ka,2042.0
1743,"D'accord, mais si vous avez des réservations, il n'y a aucun problème.",1,,de,2043.0
1744,"ok mais si vous avez une réservation, pas de problème",1,,ht,2046.0
1745,mais si tu as des économies il n'y a pas de problème,1,,ha,2047.0
1746,Oui mais si tu as des esclaves il n'y a pas de problème,1,,haw,2048.0
1747,"OK mais si vous avez des commandes, pas de problème",1,,iw,2049.0
1748,"c'est bien, mais si vous avez des réservations, pas de problème",1,,hu,2053.0
1749,"ok mais si vous avez une réservation, il n'y a pas de problème",1,,id,2056.0
1750,"OK, mais si vous avez une réservation, ce n'est pas grave.",1,,km,2063.0
1751,D'accord. Mais il n'y a aucun problème si vous faites une réservation.,1,,ko,2064.0
1752,ok mais pas de problème si tu as des réserves,1,,ku,2065.0
1753,"ok mais si vous avez des réservations, alors pas de problèmes",1,,ky,2066.0
1754,"ok mais si vous avez une réservation, pas de problème du tout",1,,lo,2067.0
1755,"ok mais s'il y a des exceptions, il n'y a pas de problèmes",1,,la,2068.0
1756,ok mais pas de problème si vous faites une réservation.,1,,my,2080.0
1757,"Ok mais si vous avez des réservations, pas de problèmes",1,,or,2083.0
1758,Ok mais si tu as des réserves alors pas de problème,1,,ps,2084.0
1759,"C'est bien mais si tu as une réservation, pas de problème",1,,fa,2085.0
1760,"ok, mais si vous avez des réservations, pas de problèmes",1,,pl,2086.0
1761,ok mais si tu as des doutes pas de problème,1,,gd,2092.0
1762,"ok, mais si tu as des abonnements, pas de problème",1,,st,2094.0
1763,"ok mais si tu as une chance, il n'y a pas de problèmes",1,,sw,2103.0
1764,"OK, mais si vous réservez, pas de problème.",1,,th,2108.0
1765,"ok mais si tu as une réservation, ça va",1,,tr,2109.0
1766,"Ok mais si vous avez des réservations, pas de problème.",1,,ur,2111.0
1767,"Oui, mais pas de problème si vous avez des réservations",1,,ug,2112.0
1768,"ok mais si vous réservez à l'avance, il n'y a pas de problème",1,,vi,2114.0
1769,oui et je pense qu'il y a beaucoup de gens dans cette situation et beaucoup de citoyens qui veulent se sentir responsables,2,,af,2120.0
1770,"Oui, et je pense qu'il y a beaucoup de gens dans cette situation et beaucoup de citoyens qui veulent être responsables",2,,am,2122.0
1771,Oui je pense qu'il y a beaucoup de monde dans cette situation et euh beaucoup de citoyens veulent se sentir responsables,2,,ar,2123.0
1772,"oui, et je pense qu'il y a beaucoup de gens dans cette situation, et beaucoup de citoyens qui veulent se sentir responsables",2,,hy,2124.0
1773,"oui, et je pense qu'il y a beaucoup de gens et beaucoup de citoyens qui veulent se sentir responsables dans cette situation",2,,az,2125.0
1774,"Oui, et je pense qu'il y a beaucoup de personnes dans cette situation et beaucoup de citoyens qui veulent se sentir responsables",2,,eu,2126.0
1775,"oui, et je pense qu'il y a beaucoup de gens dans cette situation et beaucoup de citoyens qui veulent se sentir responsables",2,,be,2127.0
1776,Ouais et je pense qu'il y a beaucoup de gens dans cette situation et euh beaucoup de citoyens qui veulent se sentir responsables,2,,bn,2128.0
1777,oui et je pense qu'il y a beaucoup de gens dans cette situation et euh beaucoup de citoyens qui veulent se sentir responsables,2,,ceb,2132.0
1778,"Oui, je pense qu'il y a beaucoup de gens dans cette situation et beaucoup de citoyens veulent que des comptes soient tenus responsables.",2,,zh-cn,2134.0
1779,"oui, et je pense qu'il y a beaucoup de gens dans cette situation et euh beaucoup de citoyens qui veulent se sentir responsables",2,,hr,2137.0
1780,"oui, et je pense qu'il y a beaucoup de personnes dans cette situation et beaucoup de citoyens qui aimeraient se sentir responsables",2,,da,2139.0
1781,oui et je pense qu'il y a beaucoup de personnes dans cette situation et beaucoup de citoyens qui veulent se sentir responsables.,2,,eo,2142.0
1782,oui et je pense que beaucoup de gens sont dans cette situation et euh beaucoup de citoyens qui veulent se sentir responsables,2,,tl,2144.0
1783,oui et je crois que dans cette situation il y a beaucoup de gens et beaucoup de citoyens qui veulent se sentir responsables,2,,fi,2145.0
1784,"Oui, et je pense qu'il y a beaucoup de gens dans cette situation et beaucoup de citoyens qui veulent avoir le sens des responsabilités.",2,,ka,2148.0
1785,"Oui, je pense qu'il y a beaucoup de gens dans cette situation et beaucoup de citoyens veulent se sentir responsables.",2,,haw,2154.0
1786,Oui et je pense qu'il y a beaucoup de personnes dans cette situation et beaucoup de citoyens qui veulent se sentir responsables,2,,iw,2155.0
1787,oui et je pense qu'il y a beaucoup de gens impliqués dans ce problème et euh beaucoup de citoyens qui veulent être responsables,2,,hmn,2158.0
1788,oui et je pense qu'il y a beaucoup de gens dans cette situation et beaucoup de citoyens qui veulent que des comptes soient tenus responsables,2,,is,2160.0
1789,"Oui, je pense qu'il y a beaucoup de gens dans cette situation et beaucoup de citoyens veulent avoir un impact",2,,ig,2161.0
1790,ouais et je pense qu'il y a beaucoup de gens dans cette situation et euh beaucoup de citoyens qui veulent être responsables,2,,ga,2163.0
1791,"Oui, je pense qu’il y a beaucoup de personnes dans cette situation et beaucoup de citoyens qui veulent se sentir responsables.",2,,ja,2165.0
1792,Oui et je pense qu'il y a beaucoup de gens dans cette situation et beaucoup de citoyens qui veulent être responsables,2,,kn,2167.0
1793,oui et je pense qu'il y a beaucoup de gens dans cette situation et qu'il y a beaucoup de citoyens qui veulent se sentir responsables,2,,kk,2168.0
1794,"Oui, et je pense qu'il y a beaucoup de gens dans cette situation et beaucoup de citoyens qui veulent être responsables.",2,,km,2169.0
1795,"Oui, je pense qu'il y a beaucoup de gens dans cette situation et beaucoup de citoyens qui veulent se sentir responsables.",2,,ko,2170.0
1796,oui et je pense qu'il y a beaucoup de gens dans cette situation et euh il y a beaucoup de citoyens qui veulent se sentir responsables,2,,ku,2171.0
1797,Oui et je pense qu'il y a beaucoup de gens qui sont dans cette situation et beaucoup de citoyens qui veulent se sentir responsables.,2,,lo,2173.0
1798,oui et je pense que beaucoup de gens sont dans cette situation et euh beaucoup de citoyens veulent se sentir responsables,2,,mg,2179.0
1799,ouais et je pense qu'il y a beaucoup de gens dans cette situation et euh beaucoup de gens qui veulent se sentir responsables,2,,ms,2180.0
1800,"Oui, je pense qu'il y a beaucoup de gens dans cette situation et qu'il y a beaucoup de citoyens qui veulent se sentir responsables",2,,ml,2181.0
1801,"Eh bien, je pense que beaucoup de gens sont dans cette situation, beaucoup de gens veulent être responsables",2,,mi,2183.0
1802,"Oui, je pense qu'il y a beaucoup de gens dans cette situation, beaucoup de citoyens qui veulent prendre leurs responsabilités",2,,mn,2185.0
1803,"Oui, Je pense que beaucoup de gens sont dans cette situation. De nombreux citoyens veulent connaître la responsabilité,",2,,my,2186.0
1804,Oui et je pense qu'il y a beaucoup de gens dans cette situation et beaucoup de citoyens qui veulent se culpabiliser,2,,or,2189.0
1805,"oui, et je pense que dans cette situation il y a beaucoup de gens et beaucoup de citoyens qui veulent se sentir responsables",2,,ru,2196.0
1806,oui et je pense qu'il y a beaucoup de gens dans cette situation et euh beaucoup de citoyens veulent se sentir responsables,2,,sm,2197.0
1807,"ouais, et je pense qu'il y a beaucoup de gens dans cette situation et euh beaucoup de citoyens qui veulent se sentir responsables",2,,sl,2205.0
1808,"Oui, et je pense qu'il y a beaucoup de personnes dans cette situation et beaucoup de citoyens qui veulent se sentir responsables.",2,,es,2207.0
1809,ouais et je pense qu'il y a beaucoup de gens dans cette situation et beaucoup de citoyens qui veulent se sentir responsables,2,,su,2208.0
1810,"Oui, je pense qu'il y a beaucoup de personnes dans cette situation et beaucoup de citoyens qui veulent se sentir responsables",2,,ta,2212.0
1811,Oui et je pense qu'il y a beaucoup de gens dans cette situation et beaucoup de citoyens veulent se sentir responsables,2,,te,2213.0
1812,"Alors oui, je pense qu'il y a beaucoup de gens dans cette situation. Et de nombreux citoyens veulent se sentir responsables.",2,,th,2214.0
1813,"Oui, et je pense qu'il y a beaucoup de gens dans cette situation et beaucoup de citoyens qui veulent se sentir responsables.",2,,tr,2215.0
1814,"oui, je pense que dans cette situation il y a beaucoup de gens et beaucoup de citoyens qui veulent se sentir responsables",2,,uk,2216.0
1815,"Oui, je pense qu'il y a beaucoup de gens dans cette situation, et beaucoup de citoyens qui veulent se sentir responsables",2,,ug,2218.0
1816,oui et je pense qu'il y a beaucoup de gens dans cette situation et euh la plupart des citoyens veulent se sentir responsables,2,,xh,2222.0
1817,"C'est un peu comme les moines, par exemple les moines bouddhistes, c'est vrai qu'ils ont des choses mais elles ne leur appartiennent pas, elles ne leur appartiennent pas, elles sont la propriété de tous.",2,,af,2226.0
1818,"C'est un peu comme les moines, par exemple les moines bouddhistes, c'est vrai qu'ils ont des choses mais ce n'est pas à eux, ils ne les ont pas, c'est la propriété de chacun.",2,,sq,2227.0
1819,"C'est comme les moines, par exemple les moines bouddhistes, ils ont des choses mais ce n'est pas à eux, ce n'est pas à eux, c'est vrai qu'ils appartiennent à tout le monde.",2,,am,2228.0
1820,"C'est un peu comme les moines, par exemple les moines bouddhistes, c'est vrai qu'ils ont des choses mais ça ne leur appartient pas, ça ne leur appartient pas, c'est la propriété de tout le monde.",2,,ar,2229.0
1821,"C'est un peu comme les moines, par exemple les moines bouddhistes, c'est vrai, ils ont des choses, mais ça ne leur appartient pas, ça ne leur appartient pas, c'est la propriété de chacun.",2,,hy,2230.0
1822,"C'est un peu comme les moines, par exemple les moines bouddhistes, c'est vrai, ils ont des choses, mais ça ne leur appartient pas, ça ne leur appartient pas, c'est la propriété de tout le monde.",2,,az,2231.0
1823,"C'est pareil aux moines, par exemple les moines bouddhistes, c'est vrai qu'ils ont des choses mais elles ne leur appartiennent pas, ils n'en sont pas propriétaires, ils sont la propriété de tous.",2,,eu,2232.0
1824,"C'est un peu comme les moines, par exemple les moines bouddhistes, c'est vrai qu'ils ont des choses, mais ça ne leur appartient pas, ça ne leur appartient pas, c'est la propriété de tout le monde.",2,,be,2233.0
1825,"C'est un peu comme les moines, les moines bouddhistes par exemple, c'est vrai qu'ils ont des choses mais ça ne leur appartient pas, ça ne leur appartient pas, c'est la propriété de chacun.",2,,bn,2234.0
1826,"C'est un peu comme les moines, par exemple les moines bouddhistes, c'est vrai qu'ils ont des choses mais ça ne leur appartient pas, ça ne leur appartient pas, c'est la propriété de chacun.",2,,bs,2235.0
1827,"C'est un peu comme les moines, par exemple les moines bouddhistes, c'est vrai qu'ils ont des choses, mais ce n'est pas à eux, ça ne leur appartient pas, c'est la propriété de chacun.",2,,bg,2236.0
1828,"C'est un peu comme les moines, par exemple les moines bouddhistes, c'est vrai qu'ils ont des choses mais ce n'est pas à eux, ça ne leur appartient pas, c'est la propriété de tout le monde.",2,,ceb,2238.0
1829,"C'est comme les moines, par exemple les moines bouddhistes, c'est vrai qu'ils ont des choses mais elles ne leur appartiennent pas, ils n'ont pas de propriétaires, elles sont la propriété de tous.",2,,ny,2239.0
1830,"C'est un peu comme les moines, disons les moines bouddhistes, ils ont des choses, mais ce n'est pas à eux, ça ne leur appartient pas, c'est la propriété de tout le monde.",2,,zh-cn,2240.0
1831,"C'est un peu comme les moines, par exemple les moines bouddhistes, c'est vrai qu'ils ont des choses mais elles ne leur appartiennent pas, ils ne les possèdent pas, elles sont la propriété de tout le monde.",2,,co,2242.0
1832,"C'est un peu comme les moines, par exemple les moines bouddhistes, c'est vrai qu'ils ont des choses, mais ça ne leur appartient pas, ça ne leur appartient pas, c'est la propriété de chacun.",2,,da,2245.0
1833,"C'est un peu comme les moines, par exemple les moines bouddhistes. C'est vrai qu'ils ont des choses, mais elles ne leur appartiennent pas, elles ne leur appartiennent pas, elles sont la propriété de tous.",2,,nl,2246.0
1834,"C'est un peu comme les moines, par exemple les moines bouddhistes, c'est vrai qu'ils ont des choses mais ça ne leur appartient pas, ils ne leur appartiennent pas, ils appartiennent à tout le monde.",2,,tl,2250.0
1835,"C'est un peu comme les moines, les moines bouddhistes par exemple, c'est vrai qu'ils ont des choses, mais ça ne leur appartient pas, ça ne leur appartient pas, c'est la propriété de chacun.",2,,fi,2251.0
1836,"C'est un peu comme les moines, par exemple les moines bouddhistes, c'est vrai qu'ils ont des choses, mais elles ne leur appartiennent pas, ils ne les possèdent pas, c'est la propriété de chacun.",2,,fy,2252.0
1837,"C'est un peu comme les moines, par exemple les moines bouddhistes, c'est vrai qu'ils ont des choses mais ce n'est pas à eux, ce n'est pas le cas, c'est la propriété de chacun.",2,,gl,2253.0
1838,"C'est un peu comme les moines, par exemple les moines bouddhistes, même s'ils ont certaines choses, mais ce n'est pas à eux, cela ne leur appartient pas, c'est la propriété de chacun.",2,,ka,2254.0
1839,"C'est un peu comme les moines, par exemple les moines bouddhistes, c'est vrai qu'ils ont des choses mais ce n'est pas à eux, ils ne les ont pas, c'est la propriété de tous.",2,,el,2256.0
1840,"C'est un peu comme les moines, les moines bouddhistes par exemple, c'est vrai qu'ils ont des choses mais elles ne leur appartiennent pas, elles ne leur appartiennent pas, elles sont la propriété de tous.",2,,gu,2257.0
1841,"C'est un peu comme les moines, par exemple les moines bouddhistes, c'est vrai qu'ils ont des choses mais ça ne leur appartient pas, ça ne leur appartient pas, ça appartient à tout le monde.",2,,ht,2258.0
1842,"Ils sont comme des moines, par exemple des moines bouddhistes, c'est vrai qu'ils ont des choses mais elles ne leur appartiennent pas, elles ne leur appartiennent pas, elles appartiennent à tout le monde.",2,,ha,2259.0
1843,"C'est comme les moines par exemple, les moines bouddhistes, c'est vrai qu'ils ont des choses mais ce n'est pas à eux, ce n'est pas à eux, c'est à tout le monde.",2,,haw,2260.0
1844,"C'est un peu comme les moines, les moines bouddhistes par exemple, c'est vrai qu'ils ont des choses mais ça ne leur appartient pas, ça ne leur appartient pas, c'est la propriété de tout le monde.",2,,hi,2263.0
1845,"C'est un peu comme les moines, par exemple les moines, c'est vrai qu'ils ont des choses mais ils ne sont pas eux, ils ne les ont pas, c'est toutes choses.",2,,hmn,2264.0
1846,"C'est un peu comme les moines, par exemple les moines bouddhistes, c'est vrai qu'ils ont des choses, mais ce n'est pas à eux, ça ne leur appartient pas, c'est la propriété de tout le monde.",2,,hu,2265.0
