,PAROLES,Dimension Dialogique,Domaine,Langue,Unnamed: 0.1,Unnamed: 0
283,"mais si par contre, si par exemple vous avez un appartement pour quatre personnes et un studio par exemple, alors enfin",2,,bg,2526.0,3190.0
284,"oui ça s'équilibre, c'est à dire ça ne coûte rien à la communauté",1,,af,2601.0,3286.0
285,"c'est un équilibre, ce qui signifie que cela ne coûte rien à la communauté",1,,sq,2602.0,3287.0
286,"Oui, c'est évolutif, ce qui signifie que cela ne coûte rien à la communauté.",1,,am,2603.0,3288.0
287,"Oui, ça s’équilibre, c’est-à-dire que ça ne coûte rien à la société",1,,ar,2604.0,3289.0
288,"oui, ça équilibre, c'est à dire que ça ne coûte rien à la communauté",1,,hy,2605.0,3290.0
289,"oui c'est équilibré, c'est à dire que ça ne coûte rien à la communauté",1,,eu,2607.0,3292.0
290,"oui, ça équilibre, c'est-à-dire que ça ne coûte rien à la communauté",1,,be,2608.0,3293.0
291,"Oui ça équilibre, c'est à dire ça ne coûte rien à la communauté",1,,bn,2609.0,3294.0
292,Je sais que je suis insomniaque et j'aime cuisiner à 4h du matin tu vois donc si quelqu'un me dit ton four tu ne le fais fonctionner que de 20h à 22h je n'aime pas être heureusement non mais le but après c'est pas d'avoir un,2,,af,2668.0,3392.0
293,Je sais que je manque de sommeil et j'aime cuisiner à 4h du matin donc si quelqu'un me dit ton four tu ne l'as qu'à partir de 20h je n'aime pas ça je ne serai pas content non mais le but alors ce n'est pas d'en créer un,2,,sq,2669.0,3393.0
294,"Je sais que je ne dors pas bien et j'aime cuisiner à 4 heures du matin, tu vois, si quelqu'un me dit que ton four ne fonctionne que de 8 à 22 heures, sois heureux, mais alors le but n'est pas de créer un",2,,am,2670.0,3394.0
295,"Je sais que je suis insomniaque et j'aime cuisiner à 4h du matin, tu vois, donc si quelqu'un me dit que ton four ne fonctionne que de 20h à 22h, j'aime pas ça, je ne serai pas content non mais alors le but ce n'est pas une construction",2,,ar,2671.0,3395.0
296,"Je sais que je souffre d'insomnie et j'aime cuisiner à 4h du matin donc si quelqu'un me dit ton four ne fonctionne que de 20h à 22h je n'aime pas, sois contente, non mais alors le but n'est pas de créer un",2,,hy,2672.0,3396.0
297,"Je sais que je suis insomniaque et j'aime cuisiner à 4h du matin, donc si on me dit ton four, tu ne le fais fonctionner que de 20h à 22h, je ne suis pas content mais alors le but n'est pas d'en créer un",2,,eu,2674.0,3398.0
298,Je sais que je suis insomniaque et j'aime cuisiner à 4h du matin donc si quelqu'un me dit que ton four n'est ouvert que de 20h à 22h je ne vais pas être content mais ce n'est pas le but de créer,2,,be,2675.0,3399.0
299,"Je sais que j'ai sommeil et j'aime cuisiner à 4h du matin, donc si quelqu'un me dit que ton four fonctionne de 20h à 22h, je ne vais pas être content, mais après ce n'est pas un objectif.",2,,bn,2676.0,3400.0
300,"Je sais que je suis insomniaque et j'aime cuisiner à 4h du matin, donc si quelqu'un me dit qu'on ne travaille que de 20h à 22h, je ne serai pas content, non, mais le but n'est pas de créer un",2,,bs,2677.0,3401.0
301,"Je sais que je souffre d'insomnie et j'aime cuisiner à 4 heures du matin, donc si quelqu'un me dit que ton four ne fonctionne que de 20h à 22h, je n'aime pas ça, sois contente non, mais le but après ça n'est pas de créer un",2,,bg,2678.0,3402.0
302,c'est justement en minimisant le recyclage euh on va soit éviter d'avoir des emballages inutiles soit recycler pour ne pas jeter donc voilà,1,,af,2772.0,3498.0
303,"c'est vrai avec le recyclage, nous le minimisons, soit nous évitons les emballages inutiles, soit nous recyclons pour ne pas le jeter",1,,sq,2773.0,3499.0
304,"Nous réduisons cela en recyclant correctement, nous supprimons les emballages inutiles pour ne pas y aller ou pouvoir recycler.",1,,am,2774.0,3500.0
305,"Et c'est justement en recyclant, on réduit ça, soit on va éviter d'avoir des emballages inutiles soit on recycle pour ne pas le jeter, alors c'est parti",1,,ar,2775.0,3501.0
306,"c'est en recyclant qu'on minimise, oui, soit on évitera les emballages inutiles, soit on recyclera pour ne pas jeter",1,,hy,2776.0,3502.0
307,c'est-à-dire qu'en recyclant on minimise hein on évitera d'avoir des emballages inutiles ou on le recyclera pour ne pas le jeter,1,,eu,2778.0,3504.0
308,"c'est grâce au recyclage qu'on minimise euh, soit on évite les emballages inutiles soit on recycle pour ne pas jeter, donc",1,,be,2779.0,3505.0
309,C'est justement en recyclant qu'on réduit ah on va soit éviter les emballages inutiles soit recycler pour qu'ils ne soient pas jetés donc voilà.,1,,bn,2780.0,3506.0
310,"c'est justement en recyclant qu'on minimise euh ou bien on évitera les emballages inutiles ou bien on recyclera pour ne pas jeter, alors voilà",1,,bs,2781.0,3507.0
311,c'est justement en recyclant qu'on minimise euh on va soit éviter les emballages inutiles soit on recycle pour ne pas jeter donc voilà,1,,bg,2782.0,3508.0
312,Pensez-vous que les panneaux solaires sont bons ? parce que ce que j'ai entendu c'est que vous avez effectivement consommé des minéraux très rares pour le fabriquer et pourtant c'est tellement bon,2,,af,2876.0,3604.0
313,"Pensez-vous que les panneaux solaires sont bons ? parce que ce que j'ai entendu, c'est que vous avez consommé beaucoup de minéraux rares pour les fabriquer et c'est plutôt bien après tout",2,,sq,2877.0,3605.0
314,"Pensez-vous que les panneaux solaires sont cool ? Parce que ce que j’ai entendu, c’est qu’ils utilisent beaucoup de minéraux rares pour les fabriquer et c’est plutôt cool.",2,,am,2878.0,3606.0
315,"Pensez-vous que les panneaux solaires sont bons ? Parce que d'après ce que j'ai entendu, vous avez en fait utilisé beaucoup de métaux rares pour les fabriquer, ce qui est une très bonne chose après tout.",2,,ar,2879.0,3607.0
316,"Pensez-vous que les panneaux solaires sont bons ? parce que ce que j'ai entendu, c'est que vous avez utilisé des minéraux très rares pour les fabriquer et c'est plutôt cool après tout",2,,hy,2880.0,3608.0
317,Pensez-vous que les panneaux solaires sont bons ? parce que ce que j'ai entendu c'est que vous avez consommé beaucoup de minéraux rares pour les fabriquer et c'est une très bonne chose après tout,2,,eu,2882.0,3610.0
318,Pensez-vous que les panneaux solaires sont bons ? parce que ce que j'ai entendu c'est qu'en fait tu as consommé beaucoup de minéraux rares pour les fabriquer et c'est tellement bon au final,2,,be,2883.0,3611.0
319,"Pensez-vous que les panneaux solaires sont bons ? Parce que ce que j'ai entendu, c'est qu'en fait, il faut beaucoup de minéraux rares pour les fabriquer et c'est tellement bon.",2,,bn,2884.0,3612.0
320,"Pensez-vous que les panneaux solaires sont bons ? parce que ce que j'ai entendu, c'est que vous avez dépensé beaucoup de minéraux rares pour les fabriquer et c'est toujours aussi bon",2,,bs,2885.0,3613.0
321,"Pensez-vous que les panneaux solaires sont bons ? parce que ce que j'ai entendu, c'est que vous avez consommé beaucoup de minéraux rares pour les fabriquer et c'est tellement bien au final",2,,bg,2886.0,3614.0
322,"par exemple, si vous trouvez un problème dans votre communauté sur un bien commun, vous le signalez et ensuite la personne qui pourra le mieux vous aider avec une géolocalisation viendra vous aider, vous voyez que vous êtes toujours dans un système d'alarme vous je peux toujours faire n'importe quoi",1,,af,2971.0,3710.0
323,"par exemple, si vous constatez un problème dans votre communauté pour un bien commun, vous le signalez et ensuite la personne la plus à même de vous aider avec une localisation géographique pourra venir vous aider à constater que vous êtes toujours dans une unité avec système d'alarme que tu peux toujours tout faire",1,,sq,2972.0,3711.0
324,"Par exemple, si vous avez un problème avec un bien commun dans votre communauté, signalez-le, puis quelqu'un qui peut vous aider géographiquement pourra venir vous aider, et vous pourrez toujours voir que vous êtes ensemble avec l'alerte de l'écosystème. Faire tout",1,,am,2973.0,3712.0
325,"Par exemple, si vous constatez un problème d'intérêt public dans votre communauté, signalez-le et la personne la plus à même de vous aider en géolocalisation pourra venir vous aider à constater que vous êtes toujours conforme aux systèmes d'alerte, vous je peux toujours tout faire",1,,ar,2974.0,3713.0
326,"par exemple, si vous constatez un problème avec le bien commun dans votre communauté, vous le signalez, et la personne qui pourra le mieux vous aider en géolocalisation pourra venir vous aider à voir que vous êtes toujours en un avec les systèmes d'alerte , tu peux toujours tout faire",1,,hy,2975.0,3714.0
327,"par exemple, si vous trouvez un problème dans votre communauté dans une propriété commune, vous le signalez et ensuite la personne qui peut vous aider avec la géolocalisation viendra vers vous et vous aidera à voir que vous correspondez toujours à l'alarme du système. faire tout",1,,eu,2977.0,3716.0
328,"par exemple, si vous trouvez un problème dans votre communauté avec un bien commun, vous le signalerez et ensuite la personne qui pourra le mieux vous aider avec la géolocalisation pourra venir vous aider, vous voyez que vous ne faites toujours qu'un avec le système d'alarme, tu peux toujours faire n'importe quoi",1,,be,2978.0,3717.0
329,"Par exemple, si vous trouvez un problème pour une chose courante dans votre communauté, vous le signalez et alors la personne la plus à même de vous aider avec une géolocalisation pourra venir vous aider si vous êtes toujours en contact avec le système d'alarme qui tu fais toujours tout ce que tu peux",1,,bn,2979.0,3718.0
330,"par exemple, si vous trouvez un problème dans votre communauté sur les communs, signalez-le et ensuite la personne qui pourra le mieux vous aider avec la géolocalisation pourra venir vous aider, vous voyez que vous êtes toujours en un avec l'alarme du système vous pouvez toujours tout faire",1,,bs,2980.0,3719.0
331,"par exemple si vous trouvez un problème dans votre communauté pour le bien commun vous le signalez et ensuite la personne qui pourra le mieux vous aider en géolocalisation pourra venir vous aider, vous voyez vous êtes toujours en un avec un système d'alarme, vous je peux toujours faire n'importe quoi",1,,bg,2981.0,3720.0
332,non mais je pense que ça n'arrivera pas si souvent mais,1,,af,3074.0,3816.0
333,"Non, mais je ne pense pas que ça arrive souvent",1,,am,3075.0,3818.0
334,Non mais je pense que ça n'arrivera pas souvent mais,1,,ar,3076.0,3819.0
335,non mais je pense que ça n'arrivera pas très souvent mais,1,,hy,3077.0,3820.0
336,non mais je pense que ça n'arrivera pas si souvent,1,,eu,3079.0,3822.0
337,"non, mais je pense que ça n'arrivera pas si souvent, mais",1,,be,3080.0,3823.0
338,Non mais je pense que ça n'arrive pas souvent mais,1,,bn,3081.0,3824.0
339,non mais je ne pense pas que ça arrivera souvent mais,1,,bs,3082.0,3825.0
340,"et ça va nous permettre d'échanger, c'est ce que ça va être, on va échanger entre comme l'agriculteur échangera avec le menuisier c'est tout",1,,af,3121.0,3922.0
341,"et ça va nous permettre de troquer, voilà ce que ça sera, on va troquer entre, tout comme le fermier va troquer avec le charpentier, c'est tout",1,,sq,3122.0,3923.0
342,"Et cela nous permet d'échanger, c'est-à-dire que nous échangeons comme le paysan échange avec le menuisier.",1,,am,3123.0,3924.0
343,"Cela nous permettra d'échanger, et c'est comme ça que ce sera, nous échangerons entre comme un agriculteur échange avec un menuisier et c'est tout",1,,ar,3124.0,3925.0
344,"et ça va nous permettre de commercer, c'est ce qui va se passer, on va commercer comme un paysan commerce avec un menuisier, c'est tout",1,,hy,3125.0,3926.0
345,"et cela nous permettra d'échanger, ce sera tout, nous échangerons comme le fermier échangera avec le charpentier.",1,,eu,3127.0,3928.0
346,"et ça nous permettra de commercer, voilà ce que ça sera, nous commercerons entre nous comme un agriculteur commerce avec un menuisier, c'est tout",1,,be,3128.0,3929.0
347,"Et ça va nous permettre de troquer, ça va être ça, on va troquer entre eux comme le fermier troque avec le charpentier.",1,,bn,3129.0,3930.0
348,"et ça va nous permettre d'échanger, c'est ce qui va se passer, on échangera entre comme un agriculteur échangera avec un menuisier, c'est tout",1,,bs,3130.0,3931.0
349,"et cela nous permettra d'échanger, c'est à dire, nous échangerons entre, comme l'agriculteur échangera avec le charpentier, c'est à dire",1,,bg,3131.0,3932.0
350,la personne essaie quand même de rester le plus près possible de ce qui a été suggéré,1,,af,3221.0,4028.0
351,la personne entend quand même rester le plus près possible de ce qui lui est proposé,1,,sq,3222.0,4029.0
352,La personne veut toujours être aussi proche que possible du plan,1,,am,3223.0,4030.0
353,La personne cherche toujours à rester le plus proche possible de ce qui lui a été suggéré,1,,ar,3224.0,4031.0
354,la personne vise toujours à rester le plus proche possible de ce qui lui est proposé,1,,hy,3225.0,4032.0
355,la personne vise cependant à rester le plus proche possible de ce qui lui est proposé,1,,eu,3226.0,4034.0
356,on s'efforce toujours de rester le plus proche possible de ce qui a été proposé,1,,be,3227.0,4035.0
357,La personne vise toujours à rester le plus proche possible de ce qui lui a été proposé,1,,bn,3228.0,4036.0
358,la personne vise quand même à rester le plus proche possible de ce qui lui est proposé,1,,bs,3229.0,4037.0
359,la personne s'efforce toujours de rester le plus proche possible de ce qui lui est proposé,1,,bg,3230.0,4038.0
360,après ça tu auras un désert,2,,af,3295.0,4134.0
361,alors tu auras un désert,2,,sq,3296.0,4135.0
362,Ensuite tu auras un désert,2,,ar,3297.0,4137.0
363,alors tu as le désert,2,,hy,3298.0,4138.0
364,alors tu auras le désert,2,,eu,3300.0,4140.0
365,Plus tard tu auras un désert,2,,bn,3301.0,4142.0
366,après tu auras un dessert,2,,bs,3302.0,4143.0
367,c'est un peu mettre les vraies choses sur papier pour ne pas rester tu vois,1,,af,3327.0,4240.0
368,c'est un peu mettre les vraies choses sur papier pour ne pas rester à regarder,1,,sq,3328.0,4241.0
369,C'est un peu mettre la bonne chose sur papier pour ne pas la manquer.,1,,am,3329.0,4242.0
370,C'est un peu comme mettre des choses réelles sur papier pour qu'elles ne restent pas telles que vous les voyez.,1,,ar,3330.0,4243.0
371,c'est un peu mettre des choses réelles sur papier pour ne pas rester comme on le voit,1,,hy,3331.0,4244.0
372,C'est un peu comme mettre les vraies choses sur papier pour qu'elles ne soient pas vues.,1,,eu,3333.0,4246.0
373,c'est un peu mettre de vraies choses sur papier pour qu'elles ne ressortent pas,1,,be,3334.0,4247.0
374,C'est un peu mettre la vraie chose sur papier pour qu'on ne la voie pas,1,,bn,3335.0,4248.0
375,c'est un peu mettre les bonnes choses sur papier pour ne pas rester hors de vue,1,,bs,3336.0,4249.0
376,c'est un peu mettre les vraies choses sur papier pour ne pas arrêter de les voir,1,,bg,3337.0,4250.0
377,en plus c'est toujours moche,2,,af,3419.0,4346.0
378,C'est aussi toujours moche,2,,am,3420.0,4348.0
379,"En plus, c'est toujours moche",2,,ar,3421.0,4349.0
380,en plus c'est quand même moche,2,,bg,3422.0,4356.0
381,"faire quelque chose ensemble, que ce soit pour voir un festival ou quelque chose du genre",2,,af,3443.0,4452.0
382,"faire quelque chose ensemble ou voir, un festival ou autre chose",2,,sq,3444.0,4453.0
383,Faire quelque chose ensemble ou voir ou faire un festival ou quelque chose comme ça,2,,am,3445.0,4454.0
384,Faisons quelque chose ensemble ou voyons ou un festival ou quelque chose comme ça,2,,ar,3446.0,4455.0
385,"faire quelque chose ensemble ou voir, ou un festival ou quelque chose comme ça",2,,hy,3447.0,4456.0
386,faire quelque chose ensemble ou voir ou un festival ou quelque chose comme ça,2,,eu,3449.0,4458.0
387,"faire quelque chose ensemble, ou tu vois, ou un festival, ou quelque chose comme ça",2,,be,3450.0,4459.0
388,faisons quelque chose ensemble ou voyons un festival ou quelque chose du genre,2,,bs,3451.0,4461.0
389,"oui non, mais le truc c'est que ce n'est pas un but final, c'est juste pour dire que ce système t'oblige à",2,,af,3499.0,4558.0
390,"oui, non, mais le fait est que ce n'est pas un objectif final, c'est juste dire que ce système vous oblige à",2,,sq,3500.0,4559.0
391,"Oui, non, mais ce n'est pas le but ultime, c'est juste que ce système vous y oblige.",2,,am,3501.0,4560.0
392,"Oui, non, mais le fait est que ce n'est pas un objectif final, cela veut simplement dire que ce système vous oblige à",2,,ar,3502.0,4561.0
393,"oui non, mais le fait est que ce n'est pas le but final, il suffit de dire que ce système vous rend",2,,hy,3503.0,4562.0
394,"oui, non, mais le fait est que ce n'est pas le but ultime, mais de dire que ce système vous oblige",2,,eu,3505.0,4564.0
395,"oui non mais le fait est que ce n'est pas le but final, c'est juste dire que ce système vous oblige",2,,be,3506.0,4565.0
396,"Oui, non, mais le fait est que ce n'est pas un objectif final, il suffit de dire que le système vous oblige à",2,,bn,3507.0,4566.0
397,"oui, non, mais le fait est que ce n'est pas le but ultime, juste dire que ce système vous oblige à",2,,bs,3508.0,4567.0
398,"ouais non, mais le truc c'est que ce n'est pas le but ultime, juste dire que ce système t'oblige à",2,,bg,3509.0,4568.0
399,c'est juste pour devenir acteur de la solution si vous êtes dans l'opposition,2,,af,3588.0,4664.0
400,il s'agit simplement de devenir acteur de la solution si vous êtes dans l'opposition,2,,sq,3589.0,4665.0
401,"Si vous êtes un adversaire, la seule solution est d’être acteur.",2,,am,3590.0,4666.0
402,Vous êtes devenu simplement un acteur de la solution si vous êtes dans l'opposition,2,,ar,3591.0,4667.0
403,c'est juste être un joueur de solutions si vous êtes dans l'opposition,2,,hy,3592.0,4668.0
404,la seule solution c'est de devenir acteur si on est dans l'opposition,2,,eu,3594.0,4670.0
405,c'est juste pour faire partie de la décision quand on est dans l'opposition,2,,be,3595.0,4671.0
406,"Si tu es le contraire, c'est devenir acteur de la solution",2,,bn,3596.0,4672.0
407,c'est juste devenir acteur de la solution si vous êtes dans l'opposition,2,,bs,3597.0,4673.0
408,c'est juste devenir acteur de la décision si on est dans l'opposition,2,,bg,3598.0,4674.0
409,et j'ai entendu dire que ça fonctionnait très bien,1,,af,3667.0,4770.0
410,et j'ai entendu dire que ça marche vraiment bien,1,,sq,3668.0,4771.0
411,Et j'ai entendu dire que ça fonctionnait vraiment bien,1,,am,3669.0,4772.0
412,ben si par exemple il y a un défaut électrique à ce moment là il y aura une éolienne qui sera là,1,,af,3682.0,4876.0
413,ben par exemple s'il y a une panne électrique à ce moment là ce serait une éolienne qui serait là,1,,sq,3683.0,4877.0
414,"Par exemple, s'il y a une panne de courant à ce moment-là, il y aura une éolienne",1,,am,3684.0,4878.0
415,"Eh bien, par exemple, s'il y avait une panne électrique à ce moment-là, il y aurait des éoliennes.",1,,ar,3685.0,4879.0
416,"eh bien, par exemple, s'il y avait une panne de courant à ce moment-là, il y aurait une éolienne",1,,hy,3686.0,4880.0
417,ben par exemple s'il y avait un défaut électrique à ce moment là il y aurait une éolienne qui serait là,1,,eu,3688.0,4882.0
418,"eh bien, par exemple, s'il y a une panne de courant à ce moment-là, il y aura une éolienne",1,,be,3689.0,4883.0
419,"Eh bien par exemple, s'il y a une panne électrique à ce moment-là, il y aura une éolienne qui sera là",1,,bn,3690.0,4884.0
420,"donc par exemple s'il y a une panne de courant à ce moment-là, il y aurait une éolienne",1,,bs,3691.0,4885.0
421,"ben par exemple s'il y a une panne électrique à ce moment-là, il y aura une éolienne qui sera là",1,,bg,3692.0,4886.0
422,peut-être pas de caleçons que vous voyez mais avouons-le si vous voyez un costume si vous avez une réunion importante et que vous n'avez pas de costume,2,,af,3764.0,4982.0
423,peut-être pas de culotte tu vois mais si on l'accepte ou un costume regarde si tu as un rendez-vous important et que tu n'as pas de costume,2,,sq,3765.0,4983.0
424,"Ce ne sont peut-être pas les sous-vêtements que vous voyez, mais si on vous a dit d'accepter ou si vous avez un rendez-vous important et que vous n'avez pas de vêtements",2,,am,3766.0,4984.0
425,Peut-être que vous ne voyez pas de culotte mais admettons-le ou un costume vous le voyez si vous avez une réunion importante et que vous n'avez pas de costume,2,,ar,3767.0,4985.0
426,"peut-être pas de sous-vêtements, mais avouons-le, ou un costume, vous aurez l'air d'avoir une réunion importante et pas de costume",2,,hy,3768.0,4986.0
427,"peut-être que tu ne vois pas de culotte mais avouons-le ou si tu vois un costume, tu as un rendez-vous important et tu n'as pas de costume",2,,eu,3770.0,4988.0
428,"peut-être que vous ne pouvez pas voir la culotte, mais disons que vous pouvez voir le costume si vous avez une réunion importante et que vous n'avez pas de costume",2,,be,3771.0,4989.0
429,"Peut-être pas en regardant les sous-vêtements, mais avouons-le ou en regardant le costume si vous avez une réunion importante et que vous ne portez pas de costume.",2,,bn,3772.0,4990.0
430,"peut-être que tu ne peux pas voir les sous-vêtements, mais si nous l'admettons, tu peux voir le costume si tu as une réunion importante et que tu n'as pas de costume",2,,bs,3773.0,4991.0
431,"peut-être pas des sous-vêtements que vous voyez, mais soyons réalistes ou un costume que vous voyez si vous avez une réunion importante et que vous n'avez pas de costume",2,,bg,3774.0,4992.0
432,non mais je trouve ça cool autosuffisant dans le sens où ça oblige à faire plein de projets pour faire les choses localement,2,,af,3864.0,5088.0
433,non mais je trouve que ça se suffit à soi dans le sens où ça oblige à faire beaucoup de projets pour faire avancer les choses localement,2,,sq,3865.0,5089.0
434,Non mais je trouve ça bien d'être indépendant parce que ça oblige à faire plein de projets pour faire des choses dans le pays,2,,am,3866.0,5090.0
435,Non mais je trouve que c'est merveilleusement autonome dans le sens où ça oblige à faire beaucoup de projets pour faire les choses localement,2,,ar,3867.0,5091.0
436,non mais je trouve ça autosuffisant dans le sens où ça oblige à faire beaucoup de projets pour faire les choses localement,2,,hy,3868.0,5092.0
437,Non mais je pense que c'est autosuffisant car ça oblige à faire beaucoup de projets pour faire les choses localement,2,,eu,3870.0,5094.0
438,non mais je trouve ça cool en autonomie dans le sens où ça oblige à faire plein de projets pour faire les choses localement,2,,be,3871.0,5095.0
439,Non mais je trouve ça cool d'être autonome dans le sens où ça oblige à faire beaucoup de projets pour travailler localement,2,,bn,3872.0,5096.0
440,"non mais je trouve ça cool, autosuffisant dans le sens où ça oblige à faire plein de projets pour faire avancer les choses localement",2,,bs,3873.0,5097.0
441,non mais je trouve ça super autosuffisant dans le sens où ça oblige à faire plein de projets pour faire les choses localement,2,,bg,3874.0,5098.0
442,oui mais ça donne une chance à la personne,2,,af,3958.0,5194.0
443,"oui, mais ça donne une chance à la personne",2,,sq,3959.0,5195.0
444,Oui mais cela donne une chance à la personne,2,,ar,3960.0,5197.0
445,"oui, mais cela permet à une personne",2,,hy,3961.0,5198.0
446,Oui mais cette personne donne une chance,2,,bn,3963.0,5202.0
447,oui non mais ce que je veux dire c'est qu'on sous-entend que si on propose on sous-entend que c'est bénéfique de ce point de vue,1,,af,3986.0,5300.0
448,oui non mais ce que je veux dire c'est qu'on veut dire que si on propose on veut dire que c'est utile de ce point de vue,1,,sq,3987.0,5301.0
449,"Oui, non, mais ce que je veux dire, c'est que si nous le proposons, nous soulignerons que c'est utile de ce point de vue.",1,,am,3988.0,5302.0
450,Oui Non Mais ce que je veux dire c'est que si on suggère on sous-entend que c'est utile de ce point de vue,1,,ar,3989.0,5303.0
451,"oui non, mais ce que je veux dire c'est qu'on suppose que si on propose, on suppose que c'est bénéfique de ce point de vue",1,,hy,3990.0,5304.0
452,"oui non, mais ce que je veux dire c'est que si on le propose, on veut dire que c'est bénéfique de ce point de vue",1,,eu,3992.0,5306.0
453,"oui, non, mais je veux dire quand on propose, on veut dire que c'est bénéfique de ce point de vue",1,,be,3993.0,5307.0
454,"Oui Non Mais ce que je veux dire, c'est que nous indiquons que si nous proposons nous sous-entendons que c'est avantageux de ce point de vue.",1,,bn,3994.0,5308.0
455,non mais ce que je veux dire c'est qu'on sous-entend que si on propose on sous-entend que c'est utile de ce point de vue,1,,bs,3995.0,5309.0
456,"oui non, mais ce que je veux dire c'est qu'on part du principe que si on propose, on part du principe que c'est rentable de ce point de vue là",1,,bg,3996.0,5310.0
457,voilà et par exemple nous l'aurons sera car c'est compatible avec votre idée comme nous l'aurons nous pourrons garder si nous économisons si nous faisons moins de déchets ou si nous produisons plus d'électricité pour la ville nous gagnerons de l'argent,1,,af,4079.0,5406.0
458,"voilà et nous l'aurons, par exemple, ce sera parce que c'est compatible avec vos idées, comment l'aurons-nous, nous pourrons l'aimer si nous économisons, si nous faisons moins de déchets ou si nous produisons plus d'électricité pour le village, tu gagneras de l'argent",1,,sq,4080.0,5407.0
459,Le voici et nous l'aurons par exemple. Gagner de l'argent,1,,am,4081.0,5408.0
460,Vail et on aura par exemple car c'est compatible avec ton idée genre on va avoir on va on forra genre si on economise si on ça fait moins de déchets ou bien si si voilà sur plus de produit électrique au village sur gasnera Money,1,,ar,4082.0,5409.0
461,"ici et on l'aura, par exemple, ce sera parce que c'est compatible avec ton idée, comme on l'aura, on pourra aimer si on économise, si on fait moins de déchets ou si on produit plus d'électricité pour le village, nous devrons gagner de l'argent",1,,hy,4083.0,5410.0
462,il est ici et nous l'aurons par exemple il sera compatible avec votre idée ce sera comme nous l'aurons nous l'aimerons nous pourrons économiser si nous faisons moins de déchets ou si nous produisons plus d'électricité pour la ville que nous je gagnerai de l'argent,1,,eu,4085.0,5412.0
463,"voilà, et nous l'aurons, par exemple, cela le fera, parce que c'est compatible avec votre idée, comment nous aurons, nous aurons, nous aimerons si nous économisons, si nous avons moins de déchets ou si nous produisons plus d'électricité pour le village, nous aurons l'argent",1,,be,4086.0,5413.0
464,"C'est ici et nous l'aurons par exemple pour être cohérent avec votre idée comme nous l'aurons, nous voudrons pouvoir choisir si nous produisons moins de déchets ou si nous produisons plus d'électricité pour le profit du village.",1,,bn,4087.0,5414.0
465,"ici on l'aura, par exemple, ce sera parce que c'est compatible avec ton idée, comme on l'aura, on pourra aimer si on économise, si on fait moins de déchets ou si on produit plus d'électricité pour le village, nous aurons de l'argent",1,,bs,4088.0,5415.0
466,"voilà et on l'aura par exemple ce sera parce que c'est compatible avec ton idée comme on aura on pourra aimer si on économise, si on fait moins de déchets ou si on produit plus d'électricité pour le village, je vais gagner de l'argent",1,,bg,4089.0,5416.0
467,tu as laissé le voisin acheter une Playstation après être allé le voir ((rires)),2,,af,4182.0,5512.0
468,laissez votre voisin acheter une Playstation après être allé la voir ((rires)),2,,sq,4183.0,5513.0
469,"Après votre départ, vous laissez le voisin acheter une Playstation (((rires)).",2,,am,4184.0,5514.0
470,Vous autorisez votre voisin à acheter une PlayStation après être allé le voir ((rires)),2,,ar,4185.0,5515.0
471,tu laisses ton voisin acheter une Playstation quand tu vas le voir ((rires)),2,,hy,4186.0,5516.0
472,Vous laissez votre voisin vous acheter une Playstation après être allé le voir ((rires)),2,,eu,4188.0,5518.0
473,tu laisses ton voisin acheter une playstation après être allé chez lui ((rires)),2,,be,4189.0,5519.0
474,Vous laissez le voisin vous acheter une Playstation après lui avoir rendu visite (rires)),2,,bn,4190.0,5520.0
475,tu laisses ton voisin acheter une Playstation après être allé le voir ((rires)),2,,bs,4191.0,5521.0
476,tu laisses ton voisin acheter une Playstation après être allé la voir ((rires)),2,,bg,4192.0,5522.0
477,"mais il s'agit de ne absolument pas se laisser juger par les autres, personne ne vous jugera, car c'est une porte d'entrée vers",2,,af,4255.0,5618.0
478,"mais il ne faut absolument pas se laisser juger par les autres, personne ne vous jugera car c'est un point d'accès",2,,sq,4256.0,5619.0
479,"Mais il ne faut absolument pas se laisser juger par les autres, personne ne vous jugera car c'est une porte d'accès.",2,,am,4257.0,5620.0
480,"Mais il ne faut jamais le juger par les autres, personne ne vous jugera car c'est un point d'accès à celui-ci",2,,ar,4258.0,5621.0
481,"mais il ne faut absolument pas qu'il soit jugé par les autres, personne ne vous jugera car c'est une porte d'entrée",2,,hy,4259.0,5622.0
482,"mais il s'agit de ne pas juger les autres du tout, car personne ne vous jugera car c'est un accès",2,,eu,4261.0,5624.0
483,"mais il ne faut absolument pas qu'il soit jugé par les autres, personne ne vous jugera car c'est un point d'accès à",2,,be,4262.0,5625.0
484,"Mais il ne faut pas du tout le juger par les autres, personne ne vous jugera car c'est un point d'accès",2,,bn,4263.0,5626.0
485,"mais il ne faut absolument pas qu'il soit jugé par les autres, personne ne vous jugera car c'est un point d'accès",2,,bs,4264.0,5627.0
486,"mais il ne faut absolument pas être jugé par les autres, personne ne vous jugera car c'est une porte d'accès à",2,,bg,4265.0,5628.0
487,"ça y est, ça dégage de la chaleur, on va le réutiliser",1,,af,4339.0,5724.0
488,"Ça y est, ça donne de la chaleur, on réutilise ça",1,,am,4340.0,5726.0
489,"Ça y est, ça dégage de la chaleur, et on va le réutiliser",1,,ar,4341.0,5727.0
490,"ça y est, ça donne de la chaleur, on va l'utiliser à nouveau",1,,hy,4342.0,5728.0
